id,lang,resource_level,proverb_native,proverb_en,context_native,context_en,label,source,notes
id_0013,id,medium,"Ikan biar dapat, serampang jangan pukah",,"Orang 1: Ayo cepat, kita harus menyelesaikan proyek ini secepat mungkin! Orang 2: Tapi kita perlu berusaha menghindari kesalahan, ikan biar dapat, serampang jangan pukah.",,figurative,MAPS,
id_0014,id,medium,Seperti air pembasuh tangan,,Orang 1: Apa pendapatmu tentang hadiah yang diberikan bos kita? Orang 2: Saya rasa ia seperti air pembasuh tangan.,,figurative,MAPS,
id_0015,id,medium,Seperti harimau menyembunyikan kuku,,"Orang 1: Saya dengar kamu sangat ahli dalam bermain musik, mengapa kamu tidak pernah tampil di depan umum? Orang 2: Ah, saya seperti harimau yang menyembunyikan kuku.",,figurative,MAPS,
id_0016,id,medium,Seperti embun di ujung rumput,,"Orang 1: Bagaimana kabarmu? Sudah lama tidak bertemu. Orang 2: Ya, ada beberapa hal yang tidak berjalan sesuai harapan. Saya merasa seperti embun di ujung rumput.",,figurative,MAPS,
id_0017,id,medium,Pandai berminyak air,,Orang 1: Bagaimana kamu bisa membuat benda tak berharga menjadi berguna? Orang 2: Saya pandai berminyak air.,,figurative,MAPS,
id_0018,id,medium,Seperti lipas kudung,,"Orang 1: Kapa kabarmu? Apakah Anda akan berlibur dalam waktu dekat? Orang 2: Aku memang seperti lipas kudung, tanganku hampir tak pernah berhenti bergerak untuk melakukan sesuatu.",,figurative,MAPS,
id_0019,id,medium,Menepak nyamuk menjadi daki,,"Orang 1: Kenapa kamu selalu membully temanmu yang lemah? Orang 2: Ah, itu kan cuma bercanda. Lagipula, dia kan tidak bisa membalas. Orang 1: Tapi itu tidak baik. Menepak nyamuk menjadi daki.",,figurative,MAPS,
id_0020,id,medium,"Rupa seperti pulut, bila dimasak berderai",,"Orang 1: Apa pendapatmu tentang si Asep? Orang 2: Rupa seperti pulut, bila dimasak berderai.",,figurative,MAPS,
id_0021,id,medium,"Raja adil raja disembah, raja lalim raja disanggah",,"Orang 1: Apa pendapatmu tentang pemimpin kita saat ini? Orang 2: Saya pikir, raja adil raja disembah, raja lalim raja disanggah.",,literal,MAPS,
id_0022,id,medium,"Air orang disauk, ranting orang dipatah, adat orang diturut",,"Orang 1: Apa pendapatmu tentang kebiasaan orang di daerah kita? Orang 2: Air orang disauk, ranting orang dipatah, adat orang diturut.",,figurative,MAPS,
id_0023,id,medium,Bagai pagar makan tanaman,,Orang 1: Di mana berlian saya? Saya pikir Ajie sedang menontonnya.  Orang 2: Buruk sekali. bagai pagar makan tanaman.,,figurative,MAPS,
id_0024,id,medium,"Sekali lancung ke ujian, seumur hidup orang tak percaya",,"Orang 1: Apakah kamu pernah mengkhianati temanmu? Orang 2: Ya, sekali saja. Sekali lancung ke ujian, seumur hidup orang tak percaya.",,literal,MAPS,
id_0025,id,medium,Tertampi beras bubuk,,"Orang 1: Bagaimana pekerjaanmu sekarang? Orang 2: Sudah mendapat pekerjaan baru, tapi gajinya tertampi beras bubuk.",,figurative,MAPS,
id_0026,id,medium,Batu di pulau tiada berkajang,,"Orang 1: Aku ingin mencoba memperbaiki mobil tua ini, meski sudah rusak parah. Orang 2: Tapi mobil itu sudah terlalu tua. Ingatlah, batu di pulau tiada berkajang.",,figurative,MAPS,
id_0027,id,medium,Seperti negeri dialahkan garuda,,Orang 1: Bagaimana suasana di kota itu sekarang? Orang 2: Seperti negeri dialahkan garuda.,,literal,MAPS,
id_0028,id,medium,Seperti anjing berebut tulang,,"Orang 1: Apa yang terjadi dengan dua sahabatmu, mereka bertengkar dengan sangat ganas? Orang 2: Mereka sudah tidak peduli dengan persahabatan lagi, seperti anjing berebut tulang. Orang 1: Itu sangat menyedihkan.",,figurative,MAPS,
id_0029,id,medium,Diindang tak berantah,,Orang 1: Kenapa barang-barang di toko itu tidak laku terjual?  Orang 2: Mungkin diindang tak berantah.,,literal,MAPS,
id_0030,id,medium,"Siapa yang menabur angin, akan menuai badai",,"Orang 1: Aku dengar dia suka mencuri uang dari teman-temannya. Orang 2: Ya sudah, siapa yang menabur angin, akan menuai badai.",,figurative,MAPS,
id_0031,id,medium,"Nasi sama ditanak, kerak dimakan seorang",,"Orang 1: Bagaimana pendapatmu tentang proyek ini? Orang 2: Nasi sama ditanak, kerak dimakan seorang.",,figurative,MAPS,
id_0032,id,medium,Seperti anai-anai bubus,,"Orang 1: Ada apa di pasar? Orang 2: Banyak sekali orang, seperti anai-anai bubus.",,figurative,MAPS,
id_0033,id,medium,Bagai air titik ke batu,,Orang 1: Apa yang harus saya lakukan untuk membantu teman saya yang selalu berbuat jahat? Orang 2: Kadang-kadang sulit untuk nagai air titik ke batu.,,figurative,MAPS,
id_0034,id,medium,Seperti tikus jatuh ke beras,,Orang 1: Kamu lihat siapa itu? Dia selalu membeli barang-barang mewah dan berfoya-foya.  Orang 2: Seperti tikus jatuh ke beras.,,figurative,MAPS,
id_0035,id,medium,"Ada ubi ada talas, ada budi ada balas",,"Orang 1: Surya selalu membully rekan kerjanya yang baru. Saya tidak percaya tidak ada yang dilakukan oleh pihak manajemen terkait hal ini. Orang 2: Ada ubi ada talas, ada budi ada balas.",,figurative,MAPS,
id_0036,id,medium,Air ditetak takkan putus,,Orang 1: Apa yang harus saya lakukan jika saya dan saudara saya selalu bertengkar? Orang 2: Air ditetak takkan putus.,,figurative,MAPS,
id_0037,id,medium,Air jernih ikannya jinak,,Orang 1: Bagaimana menurutmu Indonesia sebagai negara untuk tinggal? Orang 2: Indonesia adalah air jernih ikannya jinak.,,figurative,MAPS,
id_0038,id,medium,Air pun ada pasang surutnya,,"Orang 1: Wah, hari ini saya sangat beruntung mendapatkan pekerjaan baru! Orang 2: Ya, tapi jangan lupa bahwa untung dan malang itu berganti-ganti. Orang 1: Benar juga ya, Air pun ada pasang surutnya.",,figurative,MAPS,
id_0039,id,medium,Air susu dibalas dengan air tuba,,"Orang 1: Saya sudah sangat baik pada teman saya, tapi dia malah mengkhianati saya.  Orang 2: Seperti kata pepatah, air susu dibalas dengan air tuba.",,figurative,MAPS,
id_0040,id,medium,diam diam menghanyutkan,,Orang 1: Kenapa sih kamu selalu diam-diam saja di kelas?  Orang 2: Haha. Diam diam menghanyutkan.,,figurative,MAPS,
id_0041,id,medium,Air yang dingin juga yang memadami api,,Orang 1: Aku tidak tahu bagaimana cara menenangkan temanku yang sedang marah. Orang 2: Coba kamu bicara dengan. Air yang dingin juga yang memadami api.,,figurative,MAPS,
id_0042,id,medium,Air yang tenang jangan disangka tak berbuaya,,"Orang 1: Kamu tahu siapa itu Ahmad? Dia selalu diam dan tenang, sepertinya tidak punya banyak pengetahuan.  Orang 2: Air yang tenang jangan disangka tak berbuaya.",,figurative,MAPS,
id_0043,id,medium,Alah membeli menang memakai,,"Orang 1: Aku ingin membeli sepatu baru tapi bingung harus pilih yang murah atau yang mahal.  Orang 2: Lebih baik Allah membeli, menang memakai.",,literal,MAPS,
id_0044,id,medium,"Angkuh terbawa, tampan tinggal",,"Orang 1: Kamu lihat siapa tadi di kafe? Dia pakai baju mahal banget, tapi kok tetap kelihatan aneh ya?  Orang 2: Oh itu, angkuh terbawa, tampan tinggal.",,literal,MAPS,
id_0045,id,medium,Apa yang ditanam itulah yang tumbuh,,"Orang 1: Aku tidak pernah melakukan kebaikan pada orang lain, tapi mengapa hidupku selalu penuh dengan keburukan?  Orang 2: Kamu harus ingat, apa yang ditanam itulah yang tumbuh.",,figurative,MAPS,
id_0046,id,medium,Api kecil baik padam,,Orang 1: Aku belum tahu harus bagaimana menghadapi masalah ini. Orang 2: Api kecil baik padam.,,figurative,MAPS,
id_0047,id,medium,Api padam puntung berasap,,"Orang 1: Saya mendengar kasus itu masih berlanjut, apa yang terjadi? Orang 2: Ya, api padam puntung berasap.",,figurative,MAPS,
id_0048,id,medium,"Asal insang, ikanlah",,"Orang 1: Kamu mencari istri yang seperti apa sih? Orang 2: Asal insang, ikanlah.",,figurative,MAPS,
id_0049,id,medium,"Awak sakit daging menimbun, sakit kepala panjang rambut",,"Orang 1: Apa kabar? Kamu terlihat sedih akhir-akhir ini. Orang 2: Tidak ada. Awak sakit daging menimbun, sakit kepala panjang rambut.",,figurative,MAPS,
id_0050,id,medium,Ayam bertelur di atas padi mati kelaparan,,Orang 1: Bagaimana kabar temanmu yang menikah dengan orang kaya? Orang 2: Ayam bertelur di atas padi mati kelaparan.,,figurative,MAPS,
id_0051,id,medium,Ayam putih terbang siang,,"Orang 1: Apakah kamu yakin bahwa dia mencuri uang itu? Orang 2: Tentu saja, ayam putih terbang siang.",,figurative,MAPS,
id_0052,id,medium,"Yang berkurap pembawa buluh, yang buta pengembus lesung",,"Orang 1: Saudara laki-laki saya mengalami tantangan fisik, dan dia mengalami kesulitan untuk mencari pekerjaan. Apakah ada sesuatu di tempat kerja Anda? Orang 2: Yang berkurap pembawa buluh, yang buta pengembus lesung.",,figurative,MAPS,
id_0053,id,medium,"Dalam laut bisa diduga, dalam hati siapa tahu",,"Orang 1: Apakah menurutmu kamu selalu bisa memahami seseorang hanya dengan melihatnya? Orang 2: Dalam laut bisa diduga, dalam hati siapa tahu",,figurative,MAPS,
id_0054,id,medium,"Dinding teretas, tangga terpasang",,"Orang 1: Apakah kamu yakin dia mencuri uangmu? Orang 2: Dinding teretas, tangga terpasang.",,figurative,MAPS,
id_0055,id,medium,Dunia tak selebar daun kelor,,Orang 1: Saya merasa putus asa setelah gagal dalam ujian ini. Saya pasti akan gagal dalam mata kuliah ini.  Orang 2:  Dunia tak selebar daun kelor.,,figurative,MAPS,
id_0056,id,medium,"Enak lauk dikunyah-kunyah, enak kata diperkatakan",,"Orang 1: Apa sih rahasia kamu bisa memberikan nasihat yang baik? Orang 2: Enak lauk dikunyah-kunyah, enak kata diperkatakan.",,literal,MAPS,
id_0057,id,medium,"Enggang sama enggang, pipit sama pipit",,"Orang 1: Saya harap anak laki-laki saya akan menikahi dengan baik agar istri bisa membantunya dalam karirnya. Orang 2: Berhenti bermimpi! Enggang sama enggang, pipit sama pipit.",,figurative,MAPS,
id_0058,id,medium,Getikkan puru dibibir,,"Orang 1: Kenapa kamu selalu menunda-nunda pekerjaanmu? Padahal deadline sudah dekat.  Orang 2: Aku tahu, tapi aku merasa sulit untuk memulainya.  Orang 1: Kalau begitu, kenapa tidak meminta bantuan orang lain?  Orang 2: Tidak, nanti aku malu. Aku akan menyelesaikannya sendiri.  Orang 1: Baiklah, getikkan puru dibibir.",,figurative,MAPS,
id_0059,id,medium,"Harapkan guntur di langit, air di tempayan dicurahkan",,"Orang 1: Aku ingin sekali memenangkan undian mobil itu, aku yakin aku akan menang!  Orang 2: Tapi Anda harus ingat, harapkan guntur di langit, air di tempayan dicurahkan.",,figurative,MAPS,
id_0060,id,medium,Bagai musang berbulu ayam,,"Orang 1: Apa pendapatmu tentang teman baru kita? Orang 2: Dia terlihat baik dan ramah, tapi hatiku merasa ragu. Orang 1: Kenapa? Orang 2: Karena saya merasa bahwa dia seperti musang berbulu ayam.",,figurative,MAPS,
id_0061,id,medium,Bagai pelanduk di cerang rimba,,"Orang 1: Aku tidak tahu harus berbuat apa, semuanya terasa begitu menakutkan.  Orang 2: Kamu seperti pelanduk di cerang rimba.  Orang 1: Apa maksudmu?  Orang 2: Ah, ya. Bagai pelanduk di cerang rimba.",,figurative,MAPS,
id_0062,id,medium,"Seciap bagai ayam, sedencing bagai besi",,"Orang 1: Kita harus selalu bersatu dan bekerja sama dalam menghadapi masalah. Orang 2: Benar sekali, seciap bagai ayam, sedencing bagai besi.",,figurative,MAPS,
id_0063,id,medium,Kail sejengkal janganlah menduga dalam lautan,,Orang 1: Saya ingin menantang profesor itu dalam debat. Orang 2: Kail sejengkal janganlah menduga dalam lautan.,,figurative,MAPS,
id_0064,id,medium,Ada gula ada semut,,"Orang 1: Kok tahu-tahu semua orang sudah tahu rahasiaku ya?  Orang 2: Ya jelas, ada gula ada semut.",,figurative,MAPS,
id_0065,id,medium,"Ada nyawa, nyawa ikan",,"Orang 1: Bagaimana kabarmu? Sudah sembuh dari sakitnya?  Orang 2: Belum sepenuhnya sembuh, tapi masih bertahan. Ada nyawa, nyawa ikan.  Orang 1: Semoga cepat sembuh ya.",,figurative,MAPS,
id_0066,id,medium,Ada umur ada rezeki,,"Orang 1: Aku takut tidak bisa membayar tagihan bulan ini. Orang 2: Jangan khawatir, ada umur ada rezeki.",,literal,MAPS,
id_0067,id,medium,"Adat hidup tolong-menolong, syariat palu-memalu",,"Orang 1: Kamu bisa tolong aku nggak? Aku butuh bantuan untuk mengangkat barang-barang ini.  Orang 2: Tentu saja, adat hidup tolong-menolong, syariat palu-memalu.",,literal,MAPS,
id_0068,id,medium,"Adat juara kalah menang, adat saudagar laba rugi",,"Orang 1: Aku gagal dalam ujian kali ini, aku merasa putus asa. Orang 2: Janganlah berputus asa, adat juara kalah menang, adat saudagar laba rugi. Teruslah mencoba, pasti akan berhasil suatu saat nanti.",,figurative,MAPS,
id_0069,id,medium,"Adat muda menanggung rindu, adat tua menahan ragam",,"Orang 1: Kenapa kamu selalu merindukan masa muda?  Orang 2: Karena adat muda menanggung rindu, adat tua menahan ragam.",,literal,MAPS,
id_0070,id,medium,Adat pasang berturun naik,,"Orang 1: Bagaimana kabarmu belakangan ini? Orang 2: Susah-senang selalu berganti, tapi saya tetap berusaha menghadapinya. Orang 1: Benar sekali, adat pasang berturun naik.",,figurative,MAPS,
id_0071,id,medium,Air mata jatuh ke perut,,"Orang 1: Apa kabar? Kamu terlihat sedih. Orang 2: Iya, sedang ada masalah di rumah. Orang 1: Kenapa tidak cerita saja? Orang 2: Saya tidak mau merepotkan orang lain. Air mata jatuh ke perut saja.",,figurative,MAPS,
id_0072,id,medium,Alah bisa karena biasa,,"Orang 1: Bagaimana kamu bisa menjadi ahli dalam memasak? Orang 2: Saya memasak setiap hari, Alah bisa karena biasa.",,literal,MAPS,
id_0073,id,medium,"Angin tak dapat ditangkap, asap tak dapat digenggam",,"Orang 1: Apa kamu yakin rahasia kita aman? Orang 2: Tentu saja, aku sudah memastikan semuanya terjaga dengan baik. Orang 1: Tapi, kamu tahu kan, angin tak dapat ditangkap, asap tak dapat digenggam.",,figurative,MAPS,
id_0074,id,medium,"Anjing menggonggong, kafilah berlalu",,"Orang 1: Tadi ada teman yang mencemooh kita di belakang, gimana kita harus meresponnya? Orang 2: Tidak perlu merespon, biarkan saja. Anjing menggonggong, kafilah berlalu.",,figurative,MAPS,
id_0075,id,medium,"Antah berkumpul sama antah, beras sama beras",,"Orang 1: Kenapa kamu selalu bergaul dengan orang-orang yang sama level denganmu? Orang 2: Karena antah berkumpul sama antah, beras sama beras.",,figurative,MAPS,
id_0076,id,medium,Api padam puntung hanyut,,"Orang 1: Apa kabar dengan masalahmu yang dulu? Orang 2: Sudah selesai, api padam puntung hanyut.",,figurative,MAPS,
id_0077,id,medium,Arang itu jikalau dibasuh dengan air mawar sekalipun tidak akan putih,,"Orang 1: Apa kamu sudah mencoba membantu dia berubah dari kebiasaannya yang buruk? Orang 2: Sudah, tapi dia tetap saja tidak mau berubah. Arang itu jikalau dibasuh dengan air mawar sekalipun tidak akan putih.",,figurative,MAPS,
id_0078,id,medium,Asam di gunung garam di laut bertemu dalam satu belanga,,Orang 1: Aku tidak pernah berpikir bahwa aku akan bertemu dengan pasangan hidupku di luar kota ini. Orang 2: Jodoh memang tak pernah bisa ditebak. Asam di gunung garam di laut bertemu dalam satu belanga.,,figurative,MAPS,
id_0079,id,medium,Awak kalah gelanggang usai,,"Orang 1: Bagaimana pertandinganmu tadi? Orang 2: Sial sekali, lawanku terlalu kuat. Awak kalah gelanggang usai.",,literal,MAPS,
id_0080,id,medium,Ayam ditambat disambar elang,,"Orang 1: Apa kabar dengan pacarmu? Orang 2: Dia meninggalkanku untuk orang lain. Orang 1: Sial sekali, apa yang akan kamu lakukan? Orang 2: Apa lagi yang bisa aku lakukan? Ayam ditambat disambar elang.",,figurative,MAPS,
id_0081,id,medium,Ayam hitam terbang malam,,"Orang 1: Apa yang sedang kamu cari tahu tentang masalah itu? Orang 2: Saya sudah mencari tahu, tapi semua informasi yang saya dapatkan tidak jelas dan bertentangan satu sama lain. Orang 1: Sepertinya ini menjadi sebuah masalah yang sulit untuk dipecahkan ya. Orang 2: Ya, memang. Ayam hitam terbang malam.",,figurative,MAPS,
id_0082,id,medium,Ayam menang kampung tergadai,,Orang 1: Apa kabar? Orang 2: Saya kehilangan dompet dan kunci mobil hari ini. Orang 1: Ayam menang kampung tergadai.,,figurative,MAPS,
id_0083,id,medium,"Yang dipandang rupa, yang dimakan rasa",,"Orang 1: Kamu harus berbicara dengan baik pada bosmu jika ingin mendapatkan kenaikan gaji. Orang 2: Benar sekali, yang dipandang rupa, yang dimakan rasa.",,figurative,MAPS,
id_0084,id,medium,Bagai air di atas daun talas,,"Orang 1: Apa yang terjadi dengan proyek kita? Orang 2: Semua anggota tim bekerja sendiri-sendiri tanpa koordinasi. Kita harus bekerja sama agar proyek ini berhasil. Kalau tidak, hasilnya akan bagai air di atas daun talas.",,figurative,MAPS,
id_0085,id,medium,Bagai anjing beranak enam,,"Orang 1: Kamu lihat teman baruku belum? Orang 2: Oh, yang mana? Oh, yang kamu maksud bagai anjing beranak enam?  Orang 1: Haha, iya ya.",,figurative,MAPS,
id_0086,id,medium,Bagai api dengan asap,,"Orang 1: Kamu dan pacarmu selalu bersama-sama ya? Orang 2: Iya, bagai api dengan asap.",,figurative,MAPS,
id_0087,id,medium,"Cerdik perempuan melebuhkan, saudagar muda mengutangkan",,"Orang 1: Apa pendapatmu tentang komentar itu? Orang 2: Saya rasa tidak perlu dipertimbangkan, seperti kata pepatah Cerdik perempuan melebuhkan, saudagar muda mengutangkan.",,figurative,MAPS,
id_0088,id,medium,Condong yang akan menimpa,,"Orang 1: Aku ingin mencoba melompati sungai ini, apa kamu mau ikut?  Orang 2: Tidak, itu sangat berbahaya. Condong yang akan menimpa.",,figurative,MAPS,
id_0089,id,medium,Dahulu timah sekarang besi,,"Orang 1: Kamu ingat zaman kita masih kecil, Aditya paling populer di sekolah kita? Orang 2: Iya, dahulu timah sekarang besi.",,figurative,MAPS,
id_0090,id,medium,Dari jung turun ke sampan,,Orang 1: Apa yang terjadi dengan bosmu? Orang 2: Dia melakukan kesalahan besar dan akhirnya dari jung turun ke sampan.,,figurative,MAPS,
id_0091,id,medium,"Deras datang, deras kena",,"Orang 1: Ayo buruan jual barang ini, kita bisa dapat untung besar! Orang 2: Tunggu dulu, kita harus cek harga pasar dulu agar tidak rugi. Orang 1: Ah, nggak usah ribet, cepat saja jual! Orang 2: Ingatlah, deras datang, deras kena.",,figurative,MAPS,
id_0092,id,medium,"Dianjak layu, dibubut mati",,"Orang 1: Mungkin kita harus mengubah rencana kita agar lebih efektif. Orang 2: Tidak perlu, Dianjak layu, dibubut mati.",,figurative,MAPS,
id_0093,id,medium,Disisih sebagai antah,,"Orang 1: Kenapa kamu tidak ikut rapat pengurus desa? Orang 2: Karena saya dianggap tidak punya pengaruh dan harta, jadi disisih sebagai antah.",,literal,MAPS,
id_0094,id,medium,"Emping terserak, hari hujan",,"Orang 1: Aku kehilangan dompetku yang berisi uang dan kartu identitas. Orang 2: Emping terserak, hari hujan.",,figurative,MAPS,
id_0095,id,medium,"Geleng bukan, angguk ia",,"Orang 1: Apa kamu setuju dengan keputusan ini? Orang 2: Geleng bukan, angguk ia.",,literal,MAPS,
id_0096,id,medium,Geleng serupa cupak hanyut,,"Orang 1: Kamu tidak perlu merasa lebih pintar dari yang lain, kamu tahu?  Orang 2: Ah, aku tahu kok. Tapi aku memang lebih pintar daripada mereka.  Orang 1: Geleng serupa cupak hanyut.",,figurative,MAPS,
id_0097,id,medium,"Habis beralur, maka beralu-alu",,"Orang 1: Apa yang harus kita lakukan jika perundingan gagal lagi? Orang 2: Habis beralur, maka beralu-alu.",,literal,MAPS,
id_0098,id,medium,"Hafal kaji karena diulang, pasar jalan karena ditempuh",,"Orang 1: Bagaimana caranya agar bisa mahir dalam bermain gitar? Orang 2: Hafal kaji karena diulang, pasar jalan karena ditempuh.",,literal,MAPS,
id_0099,id,medium,Harimau mengaum takkan menangkap,,"Orang 1: Aku takut dengan orang yang terlihat sangat menakutkan. Orang 2: Jangan takut, harimau mengaum takkan menangkap.",,figurative,MAPS,
id_0100,id,medium,Hemat pangkal kaya,,Orang 1: Kenapa kamu selalu berhemat? Orang 2: Karena hemat pangkal kaya.,,literal,MAPS,
id_0101,id,medium,"Hendak ulam, pucuk menjulai",,"Orang 1: Aku hanya berharap bisa makan nasi goreng biasa saja, tapi ternyata temanku memesankan nasi goreng spesial untukku!  Orang 2: Wah, kamu sangat beruntung! Hendak ulam, pucuk menjulai.",,literal,MAPS,
id_0102,id,medium,"Hidup dikandung adat, mati dikandung tanah",,"Orang 1: Mengapa kamu selalu mengikuti adat istiadat yang berlaku di sini? Orang 2: Karena hidup dikandung adat, mati dikandung tanah.",,literal,MAPS,
id_0103,id,medium,"Hidup tolong-menolong, sandar-menyandar",,"Orang 1: Saya butuh bantuan untuk menyelesaikan tugas ini. Orang 2: Tentu saja, saya bisa membantu. Hidup tolong-menolong, sandar-menyandar.",,literal,MAPS,
id_0104,id,medium,Hilang di mata di hati jangan,,"Orang 1: Sudah lama tidak bertemu, apakah kamu masih ingat teman kita yang dulu sering bersama-sama? Orang 2: Tentu saja, meskipun kita berjauhan, tapi kenangan itu masih terjaga. Orang 1: Benar sekali, hilang di mata di hati jangan.",,figurative,MAPS,
id_0105,id,medium,"Hujan berpohon, panas berasal",,"Orang 1: Kenapa sih musim hujan tahun ini sangat panjang? Orang 2: Hujan berpohon, panas berasal. Pasti ada penyebabnya.",,figurative,MAPS,
id_0106,id,medium,"Ikut hati mati, ikut rasa binasa",,"Orang 1: Aku ingin resign dari pekerjaanku karena aku tidak bahagia di sana. Orang 2: Tunggu dulu, pikirkanlah konsekuensi dari keputusanmu itu. Orang 1: Tapi aku benar-benar tidak bahagia di sana. Orang 2: Ingatlah, ikut hati mati, ikut rasa binasa. Orang 1: Baiklah, aku akan berpikir ulang. Terima kasih.",,figurative,MAPS,
id_0107,id,medium,"Isi lemak dapat ke orang, tulang bulu pulang ke kita",,"Orang 1: Kenapa kamu selalu membantu orang lain tapi tidak pernah mendapat apresiasi? Orang 2: Ya, isi lemak dapat ke orang, tulang bulu pulang ke kita.",,figurative,MAPS,
id_0108,id,medium,Jagung tua tak hendak masak,,"Orang 1: Sudah berapa kali kita memberi kesempatan pada karyawan yang malas ini untuk memperbaiki kinerjanya?  Orang 2: Sudah banyak, tapi tetap saja tak ada perubahan. Seperti jagung tua yang tak hendak masak.  (Orang ke-1 dan ke-2 sama-sama mengangguk setuju.)",,figurative,MAPS,
id_0109,id,medium,Jalan diasak orang menggalas,,Orang 1: Apa yang terjadi dengan adat istiadat kita akhir-akhir ini? Orang 2: Jalan diasak orang menggalas.,,literal,MAPS,
id_0110,id,medium,Jatuh ke tilam empuk,,"Orang 1: Kok si Asep masih kelihatan santai aja ya setelah dipecat dari perusahaan besar itu?  Orang 2: Ya itu dia, jatuh ke tilam empuk. Punya bisnis sendiri jadi nggak terlalu merasakan dampaknya.",,figurative,MAPS,
id_0111,id,medium,"Jauh berjalan banyak dilihat, lama hidup banyak dirasai",,"Orang 1: Apa yang membuatmu menjadi seorang ahli dalam budaya Indonesia? Orang 2: Saya merantau ke seluruh Indonesia dan mengalami banyak hal yang berbeda. Jauh berjalan banyak dilihat, lama hidup banyak dirasai.",,literal,MAPS,
id_0112,id,medium,Jawi hitam banyak tingkah,,"Orang 1: Kenapa sih teman kita itu suka banget ngomong mulu?  Orang 2: Dia memang kayak gitu, Jawi hitam banyak tingkah.",,figurative,MAPS,
id_0113,id,medium,Jelatang di hulu air,,"Orang 1: Kenapa sih dia selalu bikin masalah? Orang 2: Ya itu dia, jelatang di hulu air.",,figurative,MAPS,
id_0114,id,medium,"Jika keruh dihulu, tak dapat tidak dihilir keruh juga",,"Orang 1: Apa pendapatmu tentang kasus korupsi terbaru? Orang 2: Jika keruh dihulu, tak dapat tidak dihilir keruh juga. Mereka yang terlibat pasti akan terjerat oleh hukum suatu saat nanti.",,figurative,MAPS,
id_0115,id,medium,Racun diminum haram tak mabuk,,"Orang 1: Bagaimana bisa ada seseorang yang sempurna seperti Nasya? Dia benar-benar luar biasa, dia cerdas, menawan... Orang 2: Kakak, racun diminum haram tak mabuk.",,figurative,MAPS,
