id,language,resource_level,proverb_native,proverb_en,fig_or_literal,mk_theme,proverb_type,prescriptive_or_descriptive,structural_pattern,crosslingual_type_id,source_dataset,source_url,license,human_machine_labelled
gutenberg_00044,fr,high,A la presse vont les fous,Fools go in throngs.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00045,fr,high,A la queue gît le venin,In the tail lies the venom.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00046,fr,high,A l’aventure on met les ”oe]ufs couver,Eggs are put to hatch on chance.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00047,fr,high,A laver la tête d’un âne on ne perd que le temps et la lessive,To wash an ass’s head is but loss of time and soap.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00048,fr,high,A l’impossible nul n’est tenu,No one is bound to do impossibilities.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00049,fr,high,Aller aux mûres sans crochet,To go mulberry-gathering without a crook.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00050,fr,high,Aller en vendanges sans panier,To go to the vintage without baskets.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00051,fr,high,A l’”oe]il malade la lumière nuit,Light is bad for sore eyes.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00052,fr,high,A l’”oe]uvre on connaît l’ouvrier,The workman is known by his work.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00053,fr,high,A l’ongle on connaît le lion,You may know the lion by his claw.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00054,fr,high,A longue corde tire qui d’autrui mort désire,He pulls at a long rope who desires another’s death.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00055,fr,high,A mal enfourner on fait les pains cornus,Loaves put awry into the oven come out crooked.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00056,fr,high,A mal pasteur le loup chie laine,An easy shepherd makes the wolf void wool.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00057,fr,high,A marmite qui bout mouche ne s’attaque,Flies will not light on a boiling pot.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00058,fr,high,A mauvais chien l’on ne peut montrer le loup,There’s no showing the wolf to a bad dog.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00059,fr,high,A méchant chien court lien,A vicious dog must be tied short.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00060,fr,high,A merle soûl cerises sont amères,Cherries are bitter to the glutted blackbird.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00061,fr,high,Ami de table est variable,A table friend is changeable.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00062,fr,high,A morceau restif éperon de vin,A restive morsel needs a spur of wine.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00063,fr,high,"Amour de grands, ombre de buisson qui passe bientôt","The friendship of great men is like the shadow of a bush, soon gone.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00064,fr,high,Amour et seigneurie ne veulent point de compagnie,Love and lordship like no fellowship.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00065,fr,high,"Amour fait moult, argent fait tout","Love does much, money everything.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00066,fr,high,Amour soumet tout hormis c”oe]ur de félon,Love subdues everything except the recreant’s heart.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00067,fr,high,"Amour, toux, fumée, et argent, ne se peuvent cacher longuement","Love, a cough, smoke, and money, cannot long be hid.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00068,fr,high,"Amour, toux, et fumée, en secret ne font demeurée","Love, a cough, and smoke will not remain secret.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00069,fr,high,Ane piqué convient qu’il trotte,A goaded ass must trot.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00070,fr,high,A nouveaux seigneurs nouvelles lois,"New lords, new laws.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00071,fr,high,A nul ne peut être ami qui de soi-même est ennemi,He cannot be a friend to any one who is his own enemy.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00072,fr,high,A paroles lourdes oreilles sourdes,To rude words deaf ears.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00073,fr,high,A père avare enfant prodigue,A miserly father makes a prodigal son.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00074,fr,high,A petite achoison le loup prend le mouton,Upon a slight pretext the wolf takes the sheep.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00075,fr,high,A petite fontaine boit-on à son aise,At a little fountain one drinks at one’s ease.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00076,fr,high,"A petit mercier, petit panier",A little pack serves a little pedlar.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00077,fr,high,Après bon vin bon cheval,Good wine makes the horse go.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00078,fr,high,Après dommage chacun est sage,After mischance every one is wise.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00079,fr,high,Après la fête on gratte la tête,After a feast a man scratches his head.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00080,fr,high,Après la pluie le beau temps,After rain fine weather.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00081,fr,high,Après la mort le médecin,After death the doctor.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00082,fr,high,Après le fait ne vaut souhait,After the act wishing is in vain.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00083,fr,high,Après moi le déluge,After me the deluge.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00084,fr,high,Après perdre perd-on bien,After one loss come many.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00085,fr,high,Après raire n’y a plus que tondre,After shaving there’s nothing to shear.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00086,fr,high,A quelque chose malheur est bon,Ill-luck is good for something.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00087,fr,high,A qui il meschet on lui meffaict,Where misfortune befals injuries follow.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00088,fr,high,A qui vendez-vous vos coquilles? A ceux qui viennent de Saint Michel,To whom do you offer your shells for sale? To people who come from Saint Michel (where shells abound).,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00089,fr,high,A qui veut rien n’est impossible,Nothing is impossible to a willing mind.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00090,fr,high,A raconter ses maux souvent on les soulage,By telling our woes we often assuage them.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00091,fr,high,Argent ard gent,Money burns many.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00092,fr,high,Argent comptant porte médecine,Ready money works great cures.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00093,fr,high,Argent emprunté porte tristesse,Money borrowed is soon sorrowed.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00094,fr,high,"Argent est rond, il faut qu’il roule","Money is round, it must roll.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00095,fr,high,"Argent reçu, le bras rompu","The money paid, the workman’s arm is broken.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00096,fr,high,A Rome comme à Rome,At Rome do as Rome does.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00097,fr,high,A rude âne rude ânier,For a stubborn ass a stubborn driver.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00098,fr,high,Assez a qui se contente,He has enough who is content.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00099,fr,high,Assez demande qui bien sert,Who serves well asks enough.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00100,fr,high,Assez dort qui rien ne fait,He slumbers enough who does nothing.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00101,fr,high,Assez écorche qui le pied tient,He flays enough who holds the foot.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00102,fr,high,Assez gagne qui malheur perd,He gains enough who loses sorrow.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00103,fr,high,Assez n’y a si trop n’y a,There’s not enough if there’s not too much.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00104,fr,high,"Assez parents, assez tourments","Much kindred, much trouble.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00105,fr,high,Assez sait qui sait vivre et se taire,He knows enough who knows how to live and keep his own counsel.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00106,fr,high,Assez tôt se fait ce qui bien se fait,That is done soon enough which is well done.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00107,fr,high,Assez tôt si assez bien,Soon enough if well enough.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00108,fr,high,A tard crie l’oiseau quand il est pris,Too late the bird cries out when it is caught.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00109,fr,high,A toile ourdie Dieu envoie le fil,For a web begun God sends thread.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00110,fr,high,A tout il y a commencement,Everything must have a beginning.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00111,fr,high,A tout oiseau son nid est beau,To every bird its nest seems fair.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00112,fr,high,A tout seigneur tout honneur,To every lord every honour.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00113,fr,high,A trop acheter n’y a que revendre,For overbuying there’s no help but selling again.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00114,fr,high,Au battre faut l’amour,By beating love decays.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00115,fr,high,Au besoin l’on connaît l’ami,A friend is known in time of need.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00116,fr,high,Au dernier les os,For the last-comer the bones.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00117,fr,high,"Au diable tant de maîtres, dit le crapaud à la herse","To the devil with so many masters, said the toad to the harrow.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00118,fr,high,"Aujourd’hui marié, demain marri","Married to-day, marred to-morrow.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00119,fr,high,Au long aller petit fardeau pèse,Light burdens borne far become heavy.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00120,fr,high,Au nouveau tout est beau,What is new is always fine.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00121,fr,high,Au pays des aveugles les borgnes sont rois,The one-eyed are kings in the land of the blind.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00122,fr,high,Au petit pourceau Dieu donne bonne racine,God puts a good root in the little pig’s way.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00123,fr,high,A un pauvre homme sa vache meurt et au riche son enfant,Death takes the poor man’s cow and the rich man’s child.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00124,fr,high,Au plus débile la chandelle à la main,The weakest must hold the candle.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00125,fr,high,Au premier coup ne chet pas l’arbre,The tree does not fall at the first stroke.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00126,fr,high,"Au prêter ange, au rendre diable","In borrowing an angel, in repaying a devil.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00127,fr,high,"Au prêter cousin germain, au rendre fils de putain","At borrowing cousin german, at repaying son of a whore.",,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00128,fr,high,Aussi tôt meurt veau que vache,As soon dies the calf as the cow.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
gutenberg_00129,fr,high,Autant chemine un homme en un jour qu’un limaçon en cent ans,A man travels as far in a day as a snail in a hundred years.,,,,,,,Gutenberg-Polyglot-Bohn-1857,https://www.gutenberg.org/cache/epub/51090/pg51090.txt,public-domain,
