id,lang,resource_level,proverb_native,proverb_en,context_native,context_en,label,source,notes
bn_0011,bn,medium,যতদূর পা ছড়াও ততদূর মাদুর,,ব্যক্তি ১: আমাদের বস কেন এত ভাল পোশাক পরেন? ব্যক্তি ২: যতদূর পা ছড়াও ততদূর মাদুর।,,figurative,MAPS,
bn_0012,bn,medium,পেরেকের মাথায় আঘাত করা,,ব্যক্তি ১:  আমাদের বস সিদ্ধান্ত নেয়ার ব্যাপারে এত খারাপ কেন? ব্যক্তি ২: একটা অনুমান করো। ব্যক্তি ১: উনি কি এই কাজের জন্য যোগ্য নন? ব্যক্তি ২: পেরেকের মাথায় আঘাত করা!,,figurative,MAPS,
bn_0013,bn,medium,কুকুর রাজা হলেও জুতা খায়,,"ব্যক্তি ১:  তুমি কি শুনেছো কে পদোন্নতি পেয়ে নতুন বস হয়েছে? ব্যক্তি ২: হ্যাঁ, আমার মনে হয় এটা একটা খারাপ সিদ্ধান্ত কারণ অতীতে তার আচরণ ভালো ছিল না। ব্যক্তি ১: তোমার কি মনে হয় পদোন্নতির পরে তার ব্যবহার আগের চেয়ে ভালো হবে? ব্যক্তি ২: কুকুর রাজা হলেও জুতা খায়।",,figurative,MAPS,
bn_0014,bn,medium,লাভে লোহা বয়,,"ব্যক্তি ১: আমি শুনেছি যে আমরা ব্যক্তিগত তথ্য পর্যবেক্ষণ করবো। ব্যক্তি ২: হ্যাঁ, বসদের বসেরা চান যে আমরা আরো টাকা বানানোর জন্য নতুন পথ খুঁজে বের করবো। ব্যক্তি ২: এটা ব্যক্তিগত গোপনীয়তা লঙ্ঘন। বসদের কিভাবে এটা অনুমোদন দিল? ব্যক্তি ২: লাভে লোহা বয়।",,figurative,MAPS,
bn_0015,bn,medium,করা থেকে বলা সহজ,,ব্যক্তি ১: আমরা আজ পড়তে ইচ্ছা করেছ না। ব্যক্তি ২:  আমি তো ভেবেছিলাম তুমি ইংরেজি শিখতে খুব ইচ্ছুক? ব্যক্তি ১:  হ্যাঁ আমি এখনো ইচ্ছুক কিন্তু এটা কি এত কঠিন হবার কথা। ব্যক্তি ২: করা থেকে বলা সহজ।,,literal,MAPS,
bn_0016,bn,medium,বিষ থেকেও অমৃত নেওয়া যায়,,"ব্যক্তি ১:  তুমি কি তার নতুন প্রেমিককে দেখেছো? ব্যক্তি ২: আমি বিশ্বাস করতে পারছি না যে সে ওর সাথে ডেট করছে, সে তো খুবই ঝামেলাপ্রিয়. ব্যক্তি ১: বিষ থেকেও অমৃত নেওয়া যায়.",,figurative,MAPS,
bn_0017,bn,medium,"যে হাসতে জানে, সে বাঁচতে জানে",,"ব্যক্তি ১: কি কারনে সে সবসময় এত সফল? ব্যক্তি ২: উনি অনেক কিছুতে হাস্যরস খুঁজতে চেষ্টা করেন। যে হাসতে জানে, সে বাঁচতে জানে।",,literal,MAPS,
bn_0018,bn,medium,এমনকি একটা/টি খরগোশও কামড়াতে পাড়ে যদি সে কোণঠাসা হয়,,"ব্যক্তি ১:  আমি অবশেষে চোরটাকে ধরেছিলাম। ব্যক্তি ২:  অবশেষে, তুমি কি তাকে পুলিশের কাছে নিয়ে গিয়েছো? ব্যক্তি ১:  না, শেষ মুহূর্তে আমার হাত থেকে ছাড়া পেয়ে গেল। কোথা থেকে সে এত শক্তি পেল? ব্যক্তি ২: এমনকি একটা/টি খরগোশও কামড়াতে পাড়ে যদি সে কোণঠাসা হয়।",,figurative,MAPS,
bn_0019,bn,medium,আসমান-জমিন ফারাক,,ব্যক্তি ১: তোমার বেতন এবং খরচের মধ্যে পার্থক্য কেমন? ব্যক্তি ২: আসমান-জমিন ফারাক।,,literal,MAPS,
bn_0020,bn,medium,"অনাবৃষ্টে রাজ্য মজে, পাপে মজে ধর্ম; কোটালে গৃহস্থ মজে, আলস্যে মজে কর্ম",,"ব্যক্তি ১: তুমি কি নতুন কর্মচারী প্রশিক্ষণ শেষ করেছো? ব্যক্তি ২: হ্যাঁ, সব পদ্ধতি গুলো শেখা বেশ কষ্টকর। তুমি কি জানো কেন তারা কর্মস্থলে এতগুলো পদ্ধতি অনুসরণ করার জন্য জোর দেয়? ব্যক্তি ১: অনাবৃষ্টে রাজ্য মজে, পাপে মজে ধর্ম; কোটালে গৃহস্থ মজে, আলস্যে মজে কর্ম।",,figurative,MAPS,
bn_0021,bn,medium,অভ্যাস অভ্যাস উপশম,,"ব্যক্তি ১: আমার সত্যিই  দাঁত দিয়ে নখ কাটা বন্ধ করা দরকার। ব্যক্তি ২: ভালো বুদ্ধি, এটা খুবই খারাপ একটা অভ্যাস। ব্যক্তি ১: এটা বন্ধ করার সবচেয়ে ভালো রাস্তা কি আপনার জানা আছে? ব্যক্তি ২: অভ্যাস অভ্যাস উপশম।",,literal,MAPS,
bn_0022,bn,medium,ঘাম দিয়ে জ্বর ছাড়া,,"ব্যক্তি ১: হেই, আমি শুনেছি তোমার মা একটি গুরুতর গাড়ী দুর্ঘটনায় পড়েছেন। ব্যক্তি ২: হ্যাঁ, তাকে দ্রুত জরুরি কক্ষে নিয়ে যেতে হয়েছে। ব্যক্তি ১: তিনি এখনকেমন আছেন? ব্যক্তি ২: ঘাম দিয়ে জ্বর ছাড়া।",,literal,MAPS,
bn_0023,bn,medium,এক মাণিক সাত রাজার ধন,,"ব্যক্তি ১: তোমার জীবনে সবচেয়ে মূল্যবান ব্যক্তি কে? ব্যক্তি ২: আহ, আমার ছেলে, একটি মাণিক সাত রাজার ধন।",,figurative,MAPS,
bn_0024,bn,medium,"দই খাবে মেধো, কড়ি/দাম দেবে সেধো",,"ব্যক্তি ১: তুমি এত দেরি করে কাজ করছ! ব্যক্তি ২: আমার অন্য কোন উপায় নেই। আমার বস চান যে আমি তার আগামীকালের বক্তৃতার স্লাইডগুলি শেষ করি। ব্যক্তি ১: দই খাবে মেধো, কড়ি/দাম দেবে সেধো।",,figurative,MAPS,
bn_0025,bn,medium,"সুসময়ে অনেকেই বন্ধু বটে হয়, অসময়ে হায় হায় কেহ কারো নয়",,"ব্যক্তি ১: আমি চাকরি হারিয়ে ফেলেছি। ব্যক্তি ২: কি বলছো! কারো সাথে কথা বলার জন্য আছে? ব্যক্তি ১: শুধু তুমিই আছো। ব্যক্তি ২:  তোমার কাজের সব বন্ধুদের কি হয়েছে? ব্যক্তি ১: সুসময়ে অনেকেই বন্ধু বটে হয়, অসময়ে হায় হায় কেহ কারো নয়।",,literal,MAPS,
bn_0026,bn,medium,সিন্ধুতে বিন্দু,,ব্যক্তি ১:  এইবার তুমি চ্যারিটি তে কত দান করেছ? ব্যক্তি ২: প্রায় ২০ টাকা। এই মাসে আমার খুব বেশি টাকা বাকি ছিল না। ব্যক্তি ১: এ তো সিন্ধুতে বিন্দু।,,figurative,MAPS,
bn_0027,bn,medium,অতি চালাকের গলায় দড়ি,,ব্যক্তি ১: তুমি ঐ পদোন্নতি কিভাবে পেলে? ব্যক্তি ২: আমি হয়তো আমার সাফল্যগুলোকে একটু বাড়িয়ে বলেছি  কিন্তু এমন ভাবে  যে বসেরা কখনোই খুঁজে পাবে না। ব্যক্তি ২: অতি চালাকের গলায় দড়ি।,,figurative,MAPS,
bn_0028,bn,medium,কপাল ভালো তো সব ভালো,,ব্যক্তি ১: আমি আশা করি যে আমি এই চাকরিটা পাব। ব্যক্তি ২: কপাল ভালো তো সব ভালো।,,figurative,MAPS,
bn_0029,bn,medium,কড়ি হলে বাঘের দুধ মেলে,,"ব্যক্তি ১: আমি সত্যই এই সীমিত সংস্করণের ঘড়িটা চাই, কিন্তু ওটা কোথাও বিক্রির জন্য নেই। ব্যক্তি ২: আপনি কত টাকা খরচ করতে চান? ব্যক্তি ১: টাকা কোন সমস্যা নয়। তোমার পক্ষে কি ওটা খুঁজে পাওয়া সম্ভব?  ব্যক্তি ২: 'কড়ি হলে বাঘের দুধ মেলে।",,figurative,MAPS,
bn_0030,bn,medium,কত আস্তে তুমি হাঁটছো তাতে কিছু যায় আসে না যতক্ষণ না তুমি থামছো,,"ব্যক্তি ১: তুমি কেমন আছো এই দিনগুলো? ব্যক্তি ২: আমার জীবনে অনেক সমস্যা হচ্ছে, এগুলো নিয়ে অনেক চিন্তিত। ব্যক্তি ১: তুমি কি সমস্যাগুলি সমাধান করতে কিছু করছো? ব্যক্তি ২: হ্যাঁ, কিন্তু অনেক সময় নেয় এবং ধীরে ধীরে প্রগতি হচ্ছে। তোমার কি মনে হয় আমি কি কখনোই এগুলো সমাধান করতে পারব? ব্যক্তি ১: কত আস্তে তুমি হাঁটছো তাতে কিছু যায় আসে না যতক্ষণ না তুমি থামছো।",,figurative,MAPS,
bn_0031,bn,medium,"থাকলে তালৈয়ের বাপের শ্রাদ্ধ হয়, না থাকলে নিজের বাপের শ্রাদ্ধ হয় না",,"ব্যক্তি ১: তুমি কি শুনেছ আমাদের বস্তার ছেলের জন্য এক লক্ষ টাকা দিয়ে একটা আংটি কিনেছেন ব্যক্তি ২: থাকলে তালৈয়ের বাপের শ্রাদ্ধ হয়, না থাকলে নিজের বাপের শ্রাদ্ধ হয় না।",,figurative,MAPS,
bn_0032,bn,medium,মধুসূদন দাদার দৈ-এর ভাণ্ড,,ব্যক্তি ১: আমি আমার গণিত কোর্স নিয়ে খুবই সমস্যায় আছি। ব্যক্তি ২: চিন্তা করো না। আমি তোমাকে পড়তে সাহায্য করতে পারি। ব্যক্তি ১: কিন্তু আমার অনেক সাহায্য প্রয়োজন। তুমি কি আমাকে পড়ানোর জন্য এত সময় দিতে পারবে? ব্যক্তি ২: মধুসূদন দাদার দৈ-এর ভাণ্ড।,,figurative,MAPS,
bn_0033,bn,medium,"খাই না খাই আছি ভালো, ভাঙাঘরে চাঁদের আলো",,"ব্যক্তি ১: আজকাল তুমি তো মনে হয় সুখী আছো। ব্যক্তি ২: হ্যাঁ। কোনই অভিযোগ নেই। ব্যক্তি ১: তুমি তো প্রায় নিঃস্ব  এবং তোমার তো বাসা ভাড়া দেয়ারও ক্ষমতা নেই। কি তুমি চিন্তিত নও? ব্যক্তি ২: খাই না খাই আছি ভালো, ভাঙাঘরে চাঁদের আলো।",,figurative,MAPS,
bn_0034,bn,medium,উড়ে এসে জুড়ে বসা,,"ব্যক্তি ১: আমি তো জানতাম না আমাদের বসের একটা ছেলে আছে। ব্যক্তি ২: হ্যাঁ, সে কখনো অফিসে আসে না এবং ব্যবসার প্রতি তার কোনো আগ্রহ নেই। সেজন্য অফিসের বাকিরা তাকে ভালোভাবে চেনে না। ব্যক্তি ১: কিন্তু পুরাতন বসের মৃত্যুর পর সে কি আমাদের নতুন বস হতে চলেছে? ব্যক্তি ২: হ্যাঁ, উড়ে এসে জুড়ে বসা।",,figurative,MAPS,
bn_0035,bn,medium,দাঁত থাকতে দাঁতের মর্যাদা বোঝা যায় না,,ব্যক্তি ১: দূরে চলে যাবার আগে আমি কখনোই বুঝিনি যে আমি কতটা ভাগ্যবান  যে  আমার পরিবারে এতটাই স্নেহময়। ব্যক্তি ২: সত্যিই? আগে কি তুমি ধরে নিয়েছিলে যে তারা সবসময়ই কাছে থাকবে? ব্যক্তি ১: 'দাঁত থাকতে দাঁতের মর্যাদা বোঝা যায় না।.,,figurative,MAPS,
bn_0036,bn,medium,"প্রতিটি জিনিসেরই সৌন্দর্য আছে , কিন্তু সবাই আসলে তা দেখতে পায় না",,"ব্যক্তি ১: আমি বুঝতে পারছি না কেন কিছু মানুষ সেই চিত্রটি সুন্দর বলে মনে করে, আমি তা দেখতে পাচ্ছি না। ব্যক্তি ২: প্রতিটি জিনিসেরই সৌন্দর্য আছে , কিন্তু সবাই আসলে তা দেখতে পায় না।",,literal,MAPS,
bn_0037,bn,medium,নরানাং নাপিতো ধূর্ত,,ব্যক্তি ১: আমি এইমাত্র শুনলাম যে জিত আবার পদোন্নতি পেয়েছে। ব্যক্তি ২: তার শেষ পদোন্নতির পরে এটি এত দ্রুত। ব্যক্তি ১: আমিও তাই ভেবেছিলাম। ব্যক্তি ২: নরানাং নাপিতো ধূর্ত।,,figurative,MAPS,
bn_0038,bn,medium,বোবা কালার একগুণ বাড়া,,ব্যক্তি ১: তুমি মিটিং এর কোন কথা বললে না কেন? ব্যক্তি ২:  আমি আসলে মিটিং এতটা মনোযোগ দিতে পারিনি। আমি ভাবলাম সবকিছু না বুঝে বলাটা হয়তো ঠিক হবে না। ব্যক্তি ১: বোবা কালার একগুণ বাড়া।,,figurative,MAPS,
bn_0039,bn,medium,খাবার সময় শোবার চিন্তা,,ব্যক্তি ১:  আমি সর্বদা ফ্লাইটে থাকার সময় চিন্তিত অনুভব করি। ব্যক্তি ২: কেন? ব্যক্তি ১:  আমি জানি না। আমি শুধু চিন্তা করি যদি ফ্লাইটে কোন সমস্যা হয় তাহলে? ব্যক্তি ২: খাবার আগে/সময় শোবার চিন্তা।,,figurative,MAPS,
bn_0040,bn,medium,স্বভাব যায় না মলে ইল্লৎ যায় না ধুলে,,"ব্যক্তি ১: তুমি কি জানতে আমাদের নতুন বস তার আগের কোম্পানি থেকে চুরি করেছিলেন? ব্যক্তি ২: হ্যাঁ, এটা সংবাদে প্রকাশিত হয়েছিল এবং অনেক টাকার ব্যাপার। সাবধানে থেকো, স্বভাব যায় না মলে ইল্লৎ যায় না ধুলে।",,figurative,MAPS,
bn_0041,bn,medium,আকালে কী না খায়,,"ব্যক্তি ১: তোমার চাকরি খোঁজা কেমন চলছে? ব্যক্তি ২: খুব ভালো নয়। আমি একটি প্রবেশ স্তরের পদের জন্য প্রস্তাব পেয়েছি। ব্যক্তি ১: তুমি কি ওটা নেবে? ব্যক্তি ২: আমার চাকরিটা একদমই পছন্দ নয়, কিন্তু আমার অন্য কোন বিকল্প নেই। আমি কি চাকরি টা নেব? ব্যক্তি ১: আকালে কী না খায়।",,figurative,MAPS,
bn_0042,bn,medium,যত গর্জে তত বর্ষে না,,"ব্যক্তি ১ঃ তুমি এখনও কাজে যাওনি কেন? ব্যক্তি ২ঃ আমি ওই লোকটা যে আমাকে নিয়মিত হুমকি দিচ্ছে তাকে নিয়ে চিন্তিত, আমার কি তারপরও যাওয়া উচিত? ব্যক্তি ১ঃ মনে রাখবে, যত গর্জে তত বর্ষে না।",,literal,MAPS,
bn_0043,bn,medium,আপনি বাঁচলে বাপের নাম,,ব্যক্তি ১: আপনি কি আমাকে সাহায্য করতে পারেন? ব্যক্তি ২: একটু অপেক্ষা করুন।  আমি প্রথমে নিশ্চিত করতে চাই যে এটা আমার জন্য নিরাপদ। ব্যক্তি ১: আপনি কেন সব সময় নিজের নিরাপত্তা প্রথমে রাখেন? ব্যক্তি ২: আপনি বাঁচলে বাপের নাম।,,figurative,MAPS,
bn_0044,bn,medium,কানা গরুর ভিন্ন গোঠ,,"ব্যক্তি ১: এই কাজের জন্য সবাই যা করে তুমি কেন তা করছো না? ব্যক্তি ২: আমি ভেবেছিলাম এর চেয়ে ভালো একটা উপায় খুঁজে বের করতে পারবো। ব্যক্তি ১: কিন্তু তোমার উপায় তো অনেক বেশি শ্লথ। ব্যক্তি ২: সত্য, আমার কি তাহলে শুধুমাত্র অন্য সবাইকে অনুসরণ করা উচিত? ব্যক্তি ২: কানা গরুর ভিন্ন গোঠ।",,figurative,MAPS,
bn_0045,bn,medium,লেঙ্‌টার নেই বাটপাড়ের ভয়,,"ব্যক্তি ১: নতুন পাড়ায় কেমন অবস্থা? ব্যক্তি ২: ভালো, কিন্তু শুনি এখানে চোর জিনিস চুরি করছে। তবে, লেঙ্‌টার নেই বাটপাড়ের ভয়।",,figurative,MAPS,
bn_0046,bn,medium,কাম নাই কুত্তার আইলে আইলে দৌড়,,"ব্যক্তি ১: তুমি কি কাজে যাচ্ছো না? ব্যক্তি ২:  আমার আজকে খুবই আলসেমি লাগছে। তোমার কি মনে হয় আমি শুধুমাত্র একদিনের জন্য বাসায় থাকতে পারি? ব্যক্তি ১: মনে রেখো, কাজ নেই কুত্তার আইলে আইলে দৌড়।",,figurative,MAPS,
bn_0047,bn,medium,একটি মন্দ সকাল ভাল দিনে পরিণত হতে পারে,,ব্যক্তি ১: তুমি স্কুলে কেমন করছ? ব্যক্তি ২: আমি স্কুলে যাওয়া বন্ধ করতে চাই। আমি অনেক বেশি পরীক্ষায় ফেল করেছি। ব্যক্তি ১: একটি মন্দ সকাল ভাল দিনে পরিণত হতে পারে।,,literal,MAPS,
bn_0048,bn,medium,"দুইজনে বন্ধুত্ব হয়, তিনজনে হয় কলহ",,"ব্যক্তি ১: হেই, তুমি কি এখনো উইকেন্ডে একসাথে সময় কাটাতে চাও? ব্যক্তি ২: অবশ্যই। আমি কি আমার বন্ধু জনকে আমন্ত্রণ জানাতে পারি? ব্যক্তি ১: দুইজনে বন্ধুত্ব হয়, তিনজনে হয় কলহ।।",,literal,MAPS,
bn_0049,bn,medium,বামুন পরের জন্য নয় বাউড়ি ঘরের জন্য নয়,,ব্যক্তি ১:  তোমার ডেটিং কেমন চলছে? ব্যক্তি ২: ভালো নয়। আমি অনেক জনের সাথে পরিচিত হয়েছি কিন্তু এখনো সম্পূর্ণ ত্রুটিহীন কাউকে খুঁজে পাইনি। মাঝে মাঝে আমার খারাপ লাগে আমার ডেটদের অনুভূতিতে আঘাত করার জন্য। ব্যক্তি ১: বামুন পরের জন্য নয় বাউড়ি ঘরের জন্য নয়।,,figurative,MAPS,
bn_0050,bn,medium,ন দুঃখং পঞ্চভিসহ,,ব্যক্তি ১: তোমার এত মন খারাপ কেন? ব্যক্তি ২: আমার বয়স হয়ে যাচ্ছে। এটা কি মন খারাপ হবার বিষয় নয়? ব্যক্তি ১: ন দুঃখং পঞ্চভিসহ।,,figurative,MAPS,
bn_0051,bn,medium,"লাজের মাথায় পড়ুক বাজ, সারো গিয়ে নিজের কাজ",,"ব্যক্তি ১: এখন পর্যন্ত তোমার নতুন চাকরিটা কেমন লাগছে? ব্যক্তি ২: আমার ওটা পছন্দ হচ্ছে না, ছেড়ে দিতে চাই। আবর্জনা পরিষ্কার করা একটু লজ্জাস্কর। ব্যক্তি ১: লাজের মাথায় পড়ুক বাজ, সারো গিয়ে নিজের কাজ।",,literal,MAPS,
bn_0052,bn,medium,পোকামাকড় নাটক,,"ব্যক্তি ১: তুমি তার সাথে ঝগড়া করছ কেন? ব্যক্তি ২: সে জোর করে বলছে যে সে সঠিক, কিন্তু আমি জানি যে সে ভুল। ব্যক্তি ১: কেউ এটা নিয়ে ভাবে না। ব্যক্তি ২: আমি জানি, কিন্তু আমি তাকে ঝগড়া জিততে দিতে পারি না পারি কি? ব্যক্তি ১: এটা একটি পোকামাকড় নাটক।",,figurative,MAPS,
bn_0053,bn,medium,"আইতে ছাগল, যাইতে পাগল",,"ব্যক্তি ১: তুমি যাওয়ার জন্য প্রস্তুত? ব্যক্তি ২: প্রায়। আমাদের কি দেরি হয়ে যাবে? ব্যক্তি ১: আইতে ছাগল, যাইতে পাগল।",,figurative,MAPS,
bn_0054,bn,medium,চোরের উপর রাগ করে মাটিতে ভাত খাওয়া,,"ব্যক্তি ১: এক মাসে এটা দ্বিতীয়বার আমার সাইকেলটা চুরি হল? ব্যক্তি ২:  তোমাকে তো কতবার বলেছি সাইকেলটার জন্য একটা লক কিনতে ব্যক্তি ১: না, আর সাইকেল কিনব না এখন থেকে হেঁটে অফিসে যাব ব্যক্তি ২: চোরের উপর রাগ করে মাটিতে ভাত খাওয়া।",,figurative,MAPS,
bn_0055,bn,medium,আছে কাজ তাই সকালসকাল সাজ,,ব্যক্তি ১: তুমি তোমার প্রথম দিনের কাজের জন্য কখন যাচ্ছ? ব্যক্তি ২: আমি ভাবলাম আমি ভালোমতো বিশ্রাম নেব তারপরে সকাল দশটার দিকে ওখানে যাব। আমাকে সকাল সকাল যাওয়া উচিত? ব্যক্তি ২: আছে কাজ তাই সকালসকাল সাজ।,,literal,MAPS,
bn_0056,bn,medium,"অল্প খেলে বেশি খাবে, বেশি খেলে অল্প খাবে",,"ব্যক্তি ১: তুমি দুপুরে এত বেশি খাও কেন? ব্যক্তি ২: আমার কিছু করার নেই । আমি খেতে খুবই ভালোবাসি। তোমার কি মনে হয় এটা  ভবিষ্যতে একটা সমস্যা হবে? ব্যক্তি ১: অল্প খেলে বেশি খাবে, বেশি খেলে অল্প খাবে।",,literal,MAPS,
bn_0057,bn,medium,বরমেকো গুণীপুত্রো ন চ মূর্খ শতান্যপি/শতৈরপি,,"ব্যক্তি ১: তোমার ছেলে কেমন আছে? ব্যক্তি ২: আমার মনে হয় সে ভালোই আছে, কিন্তু আমি খেয়াল করেছি যে সে কিছু খারাপ অভ্যাস গড়ে তুলছে। ব্যক্তি ১:  তুমি কি বলতে চাচ্ছ? ব্যক্তি ২: আমি গতকাল তাকে মিথ্যা বলতে ধরেছি। আমার কি তাকে একটা শিক্ষা দেয়া উচিত? ব্যক্তি ১: বরমেকো গুণীপুত্রো ন চ মূর্খ শতান্যপি/শতৈরপি।",,figurative,MAPS,
bn_0058,bn,medium,আদরে বাঁদর বনে,,ব্যক্তি ১:  আজকাল তোমার ডায়েট কেমন চলছে? ব্যক্তি ২: ভাল না। আমি প্রতিদিন প্রচুর চকলেট খাওয়া প্রতিরোধ করতে পারছিনা না।ব্যক্তি ১: আদরে বাঁদর বনে।,,figurative,MAPS,
bn_0059,bn,medium,আমি জীবনপাত্রের তলানিটুকু নিঃশেষে পান করব,,"ব্যক্তি ১:  আমি শুনেছি যে আপনি কাজ ছেড়ে দিচ্ছেন? ব্যক্তি ২: হ্যাঁ, আমি বিশ্ব ভ্রমণ করা পরিকল্পনা করছি। ব্যক্তি ১:  কি কারনে এটা চিন্তা করলে? ব্যক্তি ২: আমি জীবনপাত্রের তলানিটুকু নিঃশেষে পান করব।",,figurative,MAPS,
bn_0060,bn,medium,এ কি ছেলের হাতে পিঠে,,ব্যক্তি ১: তোমার গাড়ি কেনা কেমন চলছে? ব্যক্তি ২: আমি একজন বয়স্ক বিক্রেতা থেকে ভাল দর পেয়েছি। আমার মনে হয় একটু চালাকি করতে পারলে তার কাছ থেকে আরো ভালো দর পাব? ব্যক্তি ১: এ কি ছেলের হাতে পিঠে ?,,figurative,MAPS,
bn_0061,bn,medium,বুনোহাঁসের পিছনে ছোটো না,,"ব্যক্তি ১: হেই, তুমি কি এই নতুন স্টার্টআপে বিনিয়োগ করতে চাও? ব্যক্তি ২: এর সম্পর্কে তুমি কতটুকু জানো? ব্যক্তি ১: খুব বেশি না, এখনো এটা খুব পরিষ্কার না যে ওরা কি করতে চায়। তুমি কি আছো? ব্যক্তি ২: বুনোহাঁসের পিছনে ছোটো না।",,figurative,MAPS,
bn_0062,bn,medium,আড়ে নাই অসাড়ে অসার,,"ব্যক্তি ১: তুমি কি এর মধ্যে কোন কাজ খুঁজে পেয়েছো? ব্যক্তি ২: না, আমি খোঁজার উপর হাল ছেড়ে দিয়েছি। ব্যক্তি ১: তাহলে তুমি করবে কি? ব্যক্তি ২: আমার কোনো ধারণা নেই। তোমার কি মনে হয় সবকিছু ঠিক হয়ে যাবে? ব্যক্তি ২: আড়ে নাই অসাড়ে অসার।",,literal,MAPS,
bn_0063,bn,medium,"ভাই বড় ধন রক্তের বাধঁন, যদিও পৃথক হয় নারীর কারণ",,"ব্যক্তি ১: তোমার এত মন খারাপ কেন? ব্যক্তি ২: আমি আমার ভাইয়ের সাথে ঝগড়া করছিলাম। ব্যক্তি ১: তুমি কি ঝগড়া চালিয়ে যাবে নাকি তোমার মনে হয় যে তোমাদের সম্পর্ক ঠিক হবে ব্যক্তি ২: ভাই বড় ধন রক্তের বাধঁন, যদিও পৃথক হয় নারীর কারণ।",,figurative,MAPS,
