id,lang,resource_level,proverb_native,proverb_en,context_native,context_en,label,source,notes
zh_0023,zh,high,天不从人愿,God doesn't do what people want,A: 你今天去野餐吗？ B: 不去，下午要下雨。 天不从人愿啊。,"A: Are you going to have a picnic today? B: No, it will rain in the afternoon. God doesn't do what people want.",literal,MAPS,
zh_0024,zh,high,得饶人处且饶人,be forgiving and forgiving,A: 小明抄袭了你的创意，你就这么轻易的饶过他了？ B: 他已经公开道歉了，我就得饶人处且饶人。,"A: Michael plagiarized your idea, so you let him off so easily? B: He has already apologized publicly, so I have to be forgiving and forgiving.",literal,MAPS,
zh_0025,zh,high,燕雀安知鸿鹄志,swallow doesn't know eagle ambition,A: 小明想要追求更高的目标，做出有意义的科研。 但他的哥哥却说问他： 为什么？反正都是混文凭而已，何必这么累。 A: 燕雀安知鸿鹄志。,"A: Michael wants to pursue higher goals and make meaningful scientific research. But his elder brother asked him: Why? Anyway, it's just a mixed diploma, so why be so tired. A: A swallow doesn't know eagle ambition .",figurative,MAPS,
zh_0026,zh,high,人外有人，天外有天,"There are people beyond people, and there is a sky beyond the sky",A: 我觉得我已经很聪明了。 B: 嘿嘿，人外有人，天外有天。,"A: I think I'm already very smart. B: Hey, there are people beyond people, and there is a sky beyond the sky.",literal,MAPS,
zh_0027,zh,high,平安就是福,safty is blessing,A: 好久不见，你最近怎么样？ B: 我差点出了车祸，不过幸好司机刹车的及时。A: 真是的，平安就是福。,"A: Long time no see. How are you doing? B: I almost got into a car accident, but luckily the driver braked in time. A: Indeed, safety is blessing.",literal,MAPS,
zh_0028,zh,high,万变不离其宗,"No matter how the world changes, we must always stick to our beliefs and principles, and stay true to our principles",A: 这个世界变化太快了，你觉得我们该怎么办？ B: 不管世界怎么变，我们始终要坚守自己的信仰和原则，万变不离其宗。,"A: The world is changing so fast, what do you think we should do? B: No matter how the world changes, we must always stick to our beliefs, and stay true to our principles.",literal,MAPS,
zh_0029,zh,high,条条大路通罗马,All roads lead to Rome,A: 想去大城市上大学，但是我的分数不够上清华。 B: 不用担心，条条大路通罗马。,"A: I want to go to a big city to go to university, but my score is not enough to go to Harvard University. B: Don't worry, all roads lead to Rome.",figurative,MAPS,
zh_0030,zh,high,聊胜于无,better than nothing,A: 你想去哪里旅游？ B: 我还没想好，你有什么建议吗？ A: 虽然已经去了很多次，但不如去海边吧，聊胜于无。,"A: Where do you want to travel? B: I haven't figured it out yet, do you have any suggestions? A: Although I have been there many times, why not go to the beach, it is better than nothing.",literal,MAPS,
zh_0031,zh,high,习惯成自然,it comes naturally from habit,A: 你每天都去健身房吗？ B: 是的，习惯成自然。,"A: Do you go to the gym every day? B: Yes, it comes naturally from habit.",literal,MAPS,
zh_0032,zh,high,一分钱一分货,you get what you pay for,A: 这个包包好漂亮啊，多少钱？ B: 五百元。 A: 太贵了吧？ B: 一分钱一分货。,"A: This bag is so beautiful, how much is it? B: Five hundred yuan. A: Is it too expensive? B: You get what you pay for.",literal,MAPS,
zh_0033,zh,high,船到桥头自然直,We'll cross that bridge when we come to it,A: 这件事情好像很难解决啊！ B: 别担心，船到桥头自然直。,"A: This matter seems to be difficult to solve! B: Don't worry, we'll cross that bridge when we come to it.",figurative,MAPS,
zh_0034,zh,high,当局者迷，旁观者清,Lookers-on see most of the game,A: 这件事情怎么办？ B: 我觉得我们应该先冷静下来，不要着急做决定。 A: 但是我们时间紧迫。 B: 当局者迷，旁观者清。我们可以找些人来帮忙评估一下情况。,A: How about this matter? B: I think we should calm down and not rush to make a decision. A: But we are pressed for time. B: Lookers-on see most of the game. We can get some people to help assess the situation.,literal,MAPS,
zh_0035,zh,high,开弓没有回头箭,There is no turning back when the bow is opened,A: 我觉得我们应该立刻停止实验。 B: 开弓没有回头箭。,A: I think we should stop the experiment immediately. B: There is no turning back when the bow is opened.,figurative,MAPS,
zh_0036,zh,high,山不转路转,There's more than one way to skin a cat,A: 这件事好棘手，你觉得应该怎么办？ B: 我不知道，但是山不转路转。,"A: This matter is so difficult, what do you think should be done? B: I don't know, but there's more than one way to skin a cat.",figurative,MAPS,
zh_0037,zh,high,不打不相识,friends are often made after a fight,A: 我们上次因为吃饭而争吵，这次没想到却如此投缘。 B: 不打不相识嘛。,"A: We quarreled over dinner last time, but this time we hit it off so unexpectedly. B: Friends are often made after a fight.",literal,MAPS,
zh_0038,zh,high,覆巢之下无完卵,There are no eggs under the overturned nest,A: 你听说了吗？公司裁员了。 B: 真的吗？那我们怎么办？ A: 覆巢之下无完卵。我们只能尽力而为了。,A: Have you heard of it? The company has laid off employees. B: Really? What shall we do then? A: There are no eggs under the overturned nest. We can only do our best.,figurative,MAPS,
zh_0039,zh,high,皇天不负苦心人,Heaven helps those who help themselves,A: 我们终于完成了这个项目！ B: 是啊，我们付出了很多努力。 A: 但是我们的努力得到了回报。 B: 是的，皇天不负苦心人。,"A: We finally finished the project! B: Yes, we put in a lot of effort. A: But our hard work has paid off. B: Yes, heaven helps those who help themselves.",literal,MAPS,
zh_0040,zh,high,三十六计，走为上计,"Thirty-six strategies, the best strategy is to escape",A: 我们该怎么办？ B: 三十六计，走为上计。,"A: What should we do? B: Thirty-six strategies, the best strategy is to escape.",literal,MAPS,
zh_0041,zh,high,射人先射马，擒贼先擒王,"When you shoot a man, you shoot the horse first; when you capture a thief, you capture the king first",A: 我们应该先抓这个团伙的小喽喽嘛？ B: 射人先射马，擒贼先擒王。,"A: Should we catch the minor gangsters first? B: When you shoot a man, you shoot the horse first; when you capture a thief, you capture the king first.",literal,MAPS,
zh_0042,zh,high,人心齐，泰山移,Mount Denali can be moved when people are united.,A: 我们要一起努力，共同完成这个任务。 B: 对，人心齐，泰山移！,"A: We have to work together to accomplish this task together. B: Yes, Mount Denali can be moved when people are united!",figurative,MAPS,
zh_0043,zh,high,三个臭皮匠，胜过诸葛亮,Two heads are better than one,A: 你觉得我们能完成这个项目吗？ B: 三个臭皮匠，胜过诸葛亮！,A: Do you think we can finish this project? B: Two heads are better than one!,figurative,MAPS,
zh_0044,zh,high,知己知彼，百战百胜,"Know thyself, ever-victorious",A: 你觉得我们明天的比赛怎么样？  B: 对手实力强大，但是我们已经研究了他们的战术和弱点。知己知彼，百战百胜。,"A: What do you think of our match tomorrow? B: The opponents are strong, but we have studied their tactics and weaknesses. Know thyself, ever-victorious.",literal,MAPS,
zh_0045,zh,high,人定胜天,Man can conquer nature,A: 我们能不能战胜这次的水灾？ B: 当然可以，人定胜天。,"A: Can we overcome this flood? B: Of course, man can conquer nature.",literal,MAPS,
zh_0046,zh,high,江山易改，本性难移,A leopard can't change its spots,A: 你觉得小明会改变吗？B: 江山易改，本性难移。,A: Do you think Michael will change? B: A leopard can't change its spots.,literal,MAPS,
zh_0047,zh,high,人生七十古来稀,a life span of seventy is rare since ancient times,A: 您今年高寿啦？ B: 七十年右吧。 A: 人生七十古来稀！,A: How old are you this year? B: About seventy years old. A: A life span of seventy is rare since ancient times!,literal,MAPS,
zh_0048,zh,high,杀鸡焉用牛刀,How can you kill a chicken with a sledgehammer,A: 我要买个新电脑来写作业！ B: 你杀鸡焉用牛刀？,A: I'm going to buy a new computer for my homework! B: How can you kill a chicken with a sledgehammer?,figurative,MAPS,
zh_0049,zh,high,一山不容二虎,One mountain cannot accommodate two tigers,A: 我们两个一起做这件事吧。 B: 嗯，我想想。一山不容二虎。,"A: Let's do this together. B: Well, let me think about it. One mountain cannot accommodate two tigers.",figurative,MAPS,
zh_0050,zh,high,天有不测风云，人有旦夕祸福,"Unpredictable events happen in the sky, and people have misfortunes and blessings",A: 你今天怎么这么不开心？ B: 我的公司突然倒闭了，我失业了。 A: 天有不测风云，人有旦夕祸福。希望你能尽快找到新的工作。,"A: Why are you so unhappy today? B: My company suddenly closed down and I lost my job. A: Unpredictable events happen in the sky, and people have misfortunes and blessings. Hope you can find a new job soon.",literal,MAPS,
zh_0051,zh,high,欲速则不达,Haste makes waste,A: 我们现在就赶紧做吧，时间不多了。  B: 慢慢来，欲速则不达。,"A: Let's do it now, time is running out. B: Take your time, haste makes waste.",literal,MAPS,
zh_0052,zh,high,日久见人心,time reveals a person's heart,A: 你觉得小明是个好人吗？ B: 刚认识他的时候觉得还行，但是日久见人心啊。,"A: Do you think Michael is a good person? B: When I first met him, I thought it was okay, but time reveals a person's heart.",literal,MAPS,
zh_0053,zh,high,几家欢乐几家愁,some are happy and some are sad,A: 论文审核结果出来了，你们组结果如何？ B: 我们组里是几家欢乐几家愁啊。,"A: The results of the thesis review have come out. What is the result of your group? B: In our group, some are happy and some are sad.",literal,MAPS,
zh_0054,zh,high,人不为己，天诛地灭,"The so-called man is not for himself, heaven and earth will perish",A: 我们要帮助他们嘛？  B: 我们自己有很多项目都需要资源。 所谓人不为己，天诛地灭。,"A: Shall we help them? B: We have many projects of our own that require resources. The so-called man is not for himself, heaven and earth will perish.",literal,MAPS,
zh_0055,zh,high,耳听为虚，眼见为实,"hearing is untrustworthy, seeing is believing",A: 我听说你考试考得很好。 B: 耳听为虚，眼见为实。,"A: I heard you did well in the exam. B: Hearing is untrustworthy, seeing is believing.",literal,MAPS,
zh_0056,zh,high,少壮不努力，老大徒伤悲,"If the young don't work hard, they will be sad when they are older",A: 你最近在干什么？  B: 没什么，就是打游戏、刷抖音。  A: 少壮不努力，老大徒伤悲。,"A: What have you been doing lately? B: Nothing, just playing games and using Tiktok. A: If the young don't work hard, they will be sad when they are older.",literal,MAPS,
zh_0057,zh,high,有钱能使鬼推磨,Money makes the world go around,A: 你如何说服张老板的？ B: 有钱能使鬼推磨，嘿嘿。,"A: How did you convince Mr. Bowman? B: Money makes the world go around, hehe.",figurative,MAPS,
zh_0058,zh,high,差之毫厘，谬以千里,the difference is a thousand miles away,A: 你的演算错了，正确的数值是 3.145。 B: 怎么可能，我检查了好几遍。 A: 你可能漏掉了一个细节，差之毫厘，谬以千里。,"A: Your calculation is wrong, the correct value is 3.145. B: How is it possible? I checked several times. A: You may have missed a detail. The difference is a thousand miles away.",literal,MAPS,
zh_0059,zh,high,计划赶不上变化,Man plans and God laughs,A: 你今年还要回老家工作吗？ B: 计划赶不上变化。,A: Will you go back to your hometown to work this year? B: Man plans and God laughs.,literal,MAPS,
zh_0060,zh,high,天生我材必有用,I am born to be useful,A: 你觉得你的才华有用吗？ B: 当然有用，我相信天生我材必有用。,A: Do you think your talent is useful? B: Of course it is useful. I believe that I am born to be useful.,literal,MAPS,
zh_0061,zh,high,水滴石穿,Little strokes fell great oaks,A: 你觉得学习英语难吗？ B: 很难，但是我会坚持下去。 A: 很好，祝你水滴石穿。,"A: Do you think learning English is difficult? B: It will be difficult, but I will persevere. A: Very good, little strokes fell great oaks.",figurative,MAPS,
zh_0062,zh,high,这山望著那山高,The grass is always greener on the other side,A: 小明期待着能和你一样来这里工作，感觉你的公司比较有前途  B： 你是这山望著那山高。,A: Michael is looking forward to working here like you. He feels that your company has a better future. B: The grass is always greener on the other side.,figurative,MAPS,
zh_0063,zh,high,不听老人言，吃亏在眼前,"If you don't listen to the old man's words, you will suffer in front of your eyes",B: 我觉得这个新的计划书好一点。A: 我觉得这个旧的好，我们就定它吧！ B: 不听老人言，吃亏在眼前。,"B: I think this new proposal is better. A: I think the old one is better, let's order it! B: If you don't listen to the old man's words, you will suffer in front of your eyes.",literal,MAPS,
zh_0064,zh,high,日有所思，夜有所梦,"think about it every day, dream about it at night",A: 你最近在忙什么呢？ B: 我在学习英语。不过我现在晚上做梦都梦见别人跟我说英语。 A: 哦，日有所思，夜有所梦啊。,"A: What are you busy with recently? B: I am studying English. But now I dream of someone speaking English to me in my dreams at night. A: Oh, think about it every day, dream about it at night.",literal,MAPS,
zh_0065,zh,high,姜还是老的辣,Older gingers are more spicy,A: 你觉得我应该怎么做才能赢得这场比赛呢？ B: 要有耐心，不要急于求成。要注意一边防守他们的5号球员，一边组织进攻。 A: 嗯，你说得对。姜还是老的辣。,"A: What do you think I should do to win this game? B: Be patient and don't rush for success. Be careful to defend their number 5 while building the offense. A: Well, you are right. Older gingers are more spicy.",figurative,MAPS,
zh_0066,zh,high,良禽择木而栖,a good bird that chooses a tree to live in,A: 为什么你不去老张的公司工作而来我这里？B: 我这是良禽择木而栖。,A: Why don't you work in Richard's company but come to me? B: I am a good bird that chooses a tree to live in.,figurative,MAPS,
zh_0067,zh,high,身正不怕影子斜,Standing upright is not afraid of oblique shadows,A: 你不怕别人说你坏话吗？ B: 身正不怕影子斜。,A: Are you not afraid that others will speak ill of you? B: Standing upright is not afraid of oblique shadows.,figurative,MAPS,
zh_0068,zh,high,不知者不罪,those who don't know are not guilty,A: 你怎么不知道这个规定呢？B: 对不起，我真的不知道。A: 没关系，不知者不罪。,"A: Why don't you know about this regulation? B: Sorry, I really don't know. A: It doesn't matter, those who don't know are not guilty.",literal,MAPS,
zh_0069,zh,high,严师出高徒,strict teachers produce excellent students.,A: 你为什么那么擅长打篮球？ B: 因为我有个很好的教练。 A: 真的吗？ B: 是的，严师出高徒。,"A: Why are you so good at playing basketball? B: Because I have a very good coach. A: Really? B: Yes, strict teachers produce excellent students.",literal,MAPS,
zh_0070,zh,high,君子报仇，十年不晚,"a gentleman takes revenge, ten years is not too late",A: 你不生气吗？ B: 我会记住他的所作所为，君子报仇，十年不晚。,"A: Are you not angry? B: I will remember what he did. When a gentleman takes revenge, ten years is not too late.",literal,MAPS,
zh_0071,zh,high,授人以鱼不如授人以渔,Give a man a fish and you feed him for a day; teach a man to fish and you feed him for a lifetime,A: 你可以帮我做这个项目吗？ B: 当然可以，但是我觉得“授人以鱼不如授人以渔”。,"A: Can you help me with this project? B: Of course, but I think ""Give a man a fish and you feed him for a day; teach a man to fish and you feed him for a lifetime"".",figurative,MAPS,
zh_0072,zh,high,英雄所见略同,Great minds think alike,A: 你觉得这部电影怎么样？ B: 我觉得很不错，特别是主人公的勇气和毅力。 A: 英雄所见略同。,"A: What do you think of this movie? B: I think it is very good, especially the hero's courage and perseverance. A: Great minds think alike.",figurative,MAPS,
zh_0073,zh,high,真人不露相,hide one's light under a bushel,A: 你的中文说得真好！B: 哪里，哪里，只是学了一点点。A: 真人不露相啊。,"A: Your Chinese is really good! B: Well, I just learned a little bit. A: hide one's light under a bushel.",literal,MAPS,
zh_0074,zh,high,大难不死，必有后福,"If you survive a catastrophe, there will be future blessings",A: 你怎么这么幸运，居然没事就从那个车祸中逃脱了？  B: 大难不死，必有后福。,"A: How are you so lucky that you escaped from that car accident without incident? B: If you survive a catastrophe, there will be future blessings.",literal,MAPS,
zh_0075,zh,high,大人不计小人过,great people don't care about villains,A: 你为什把我的创意未经我同意分享给了别人？  B: 我保证下次再也不敢了。你就大人不计小人过一回。,A: Why did you share my idea with others without my consent? B: I promise I will never dare to do it again. Great people don't care about villains.,literal,MAPS,
zh_0076,zh,high,一寸光阴一寸金，寸金难买寸光阴,"An inch of time is worth an inch of gold, an inch of gold cannot buy an inch of time",A: 你为什么总是拖延时间呢？ B: 我以为还有很多时间呢，没想到时间过得这么快。 A: 你要记得一寸光阴一寸金，寸金难买寸光阴。,"A: Why do you always procrastinate? B: I thought there was still a lot of time, but I didn't expect time to pass so quickly. A: You have to remember that an inch of time is worth an inch of gold, and an inch of gold cannot buy an inch of time.",figurative,MAPS,
zh_0077,zh,high,不孝有三，无后为大,"there are three kinds of unfilial piety, the greatest thing is to have no descendants",A: 你为什么不想要孩子？ B: 我觉得自己还没有能力照顾好孩子。 A: 可是，不孝有三，无后为大啊。,"A: Why don't you want children? B: I feel that I am not capable of taking good care of my children. A: But, there are three kinds of unfilial piety, the greatest thing is to have no descendants.",literal,MAPS,
zh_0078,zh,high,不怕一万，就怕万一,"Don't be afraid of ten thousand, be afraid of just in case",A: 你为什么不带伞出门呢？天气预报说会下雨的。 B: 我觉得应该不会下雨吧。 A: 不怕一万，就怕万一。,"A: Why don't you go out with an umbrella? The weather forecast says it will rain. B: I don't think it will rain. A: Don't be afraid of ten thousand, be afraid of just in case.",literal,MAPS,
zh_0079,zh,high,机不可失，时不再来,Opportunity seldom knocks twice,A: 你有没有考虑过今天答复他？  B: 还没有，我需要再想一想。  A: 机不可失，时不再来。,"A: Have you considered answering him today? B: Not yet, I need to think again. A: Don't miss this opportunity, opportunity seldom knocks twice.",literal,MAPS,
zh_0080,zh,high,求人不如求己,"If you want a thing done well, do it yourself",A: 你找工作找了多久了？ B: 已经找了好几个月了，还没找到合适的。你帮帮我吧？  A: 求人不如求己。,"A: How long have you been looking for a job? B: I have been looking for several months, but I haven't found a suitable one yet. Can you help me? A: If you want a thing done well, do it yourself.",literal,MAPS,
zh_0081,zh,high,闻名不如见面,better met than heard,A: 你听说过李华吗？ B: 听说过他人很好，但从未见过。 A: 李华是闻名不如见面。,"A: Have you heard of Will? B: Heard that he is nice, but never met. A: Will is better met than heard.",literal,MAPS,
zh_0082,zh,high,养不教，父之过,It is the fault of the father whether to raise or not to teach,A: 你儿子为什么这么不听话？ B: 我一直忙着工作，没时间管他。 A: 养不教，父之过。,A: Why is your son so disobedient? B: I have been busy with work and have no time for him. A: It is the fault of the father to raise but not to teach.,literal,MAPS,
zh_0083,zh,high,人逢喜事精神爽,people are in high spirits on happy occasions,A: 你最近好像很高兴，发生了什么好事吗？B: 是啊！我刚刚收到了一份工作的录用通知！A:果真是人逢喜事精神爽！,"A: You seem to be very happy recently. Has something good happened? B: Yes! I just got an offer for a job! A: Sure enough, people are in high spirits on happy occasions!",literal,MAPS,
zh_0084,zh,high,情人眼里出西施,Beauty is in the eyes of beholder,A: 你觉得小芳今天穿的怎么样？  B: 非常好看，毕竟情人眼里出西施，嘿嘿。,"A: What do you think of Lisa's outfit today? B: Very pretty, after all beauty is in the eye of the beholder, hehe.",figurative,MAPS,
zh_0085,zh,high,仇人相见，分外眼红,enemies are jealous when they meet each other,A: 你下周来开会见陈老板吗？ B: 我去，但是我有点担心，毕竟仇人相见，分外眼红。,"A: Are you coming to meet the boss Mr. Smith next week? B: I'll go, but I'm a little worried. After all, enemies are jealous when they meet each other.",literal,MAPS,
zh_0086,zh,high,酒逢知己千杯少，话不投机半句多,A thousand cups of wine is not enough when you meet a bosom friend,A: 你下班了为什么不跟同事小王一起参加聚餐？ B: 酒逢知己千杯少，话不投机半句多。,A: Why don't you have dinner with your colleague Edward after work? B: A thousand cups of wine is not enough when you meet a bosom friend.,literal,MAPS,
zh_0087,zh,high,血浓于水,blood is thicker than water,A: 你和你的兄弟关系好吗？ B: 血浓于水。,A: Are you on good terms with your brother? B: Blood is thicker than water.,figurative,MAPS,
zh_0088,zh,high,多行不义必自毙,Unjust is doomed to destruction,A: 你为什么要偷那些东西？ B: 我没钱，想省点钱。 A: 你知道吗？多行不义必自毙。,A: Why did you steal those things? B: I have no money and want to save some money. A: Did you know? Unjust is doomed to destruction.,literal,MAPS,
zh_0089,zh,high,今日事，今日毕,Don't put off until tomorrow what can be done today,A: 你今天要写完那篇论文吗？B: 今日事，今日毕。,A: Are you going to finish that paper today? B: Don't put off until tomorrow what can be done today.,literal,MAPS,
zh_0090,zh,high,同是天涯沦落人,Those who have the same misfortune sympathize with each other,A: 原来你也是孤儿吗？ B: 同是天涯沦落人。,A: So you are an orphan too? B: Those who have the same misfortune sympathize with each other.,figurative,MAPS,
zh_0091,zh,high,虎父无犬子,"Like father, like son",A: 你的孩子真聪明！ B: 当然，虎父无犬子。,"A: Your child is so smart! B: Of course. Like father, like son.",figurative,MAPS,
zh_0092,zh,high,人为财死，鸟为食亡,"Man dies for wealth, and bird dies for food",A: 你为什么不休息一下呢？ B: 人为财死，鸟为食亡。,"A: Why don't you take a break? B: Man dies for wealth, and bird dies for food.",literal,MAPS,
zh_0093,zh,high,平生不做亏心事，半夜敲门也不惊,"I will never do anything wrong in my life, and I will not be surprised if someone knocks my door in the middle of the night",A: 在家工作你不怕老板查岗吗？ B: 没有，平生不做亏心事，半夜敲门也不惊。,"A: Are you not afraid of your boss checking you when you work from home? B: No, I will never do anything wrong in my life, and I will not be surprised if someone knocks my door in the middle of the night.",literal,MAPS,
zh_0094,zh,high,话不投机半句多,half a sentence is too much,A: 吃素有益健康，有利于环境保护。B:吃肉多想啊，我觉得所有的素食者都应该吃肉！  A: 话不投机半句多。,"A: Being vegetarian is good for health and environmental protection. B: What a thought to eat meat. I think all vegetarians should eat meat! A: Don't speculate, half a sentence is too much.",literal,MAPS,
zh_0095,zh,high,好马不吃回头草,A good horse never turns back,A: 你想和前女友复合吗？ B: 好马不吃回头草。,A: Do you want to get back together with your ex-girlfriend? B: A good horse never turns back.,figurative,MAPS,
zh_0096,zh,high,忠言逆耳,Sometimes good advice is hard to hear,A: 没什么可想的，我们应该马上投资。B: 有时候忠言逆耳，我建议你再考虑考虑。,"A: Nothing to think about, we should invest right away. B: Sometimes good advice is hard to hear, I suggest you think again.",literal,MAPS,
zh_0097,zh,high,慈母多败儿,loving mother raises loser kid,A: 你怎么又迟到了？B: 我妈妈叫我多睡一会儿。A: 慈母多败儿。,A: Why are you late again? B: My mother told me to sleep more. A: A loving mother raises a loser kid.,literal,MAPS,
zh_0098,zh,high,慢工出细活,Slow and steady wins the race,A: 你的画画得真漂亮！ B: 谢谢，我画画很慢。 A: 赞，慢工出细活。,"A: Your paintings are so beautiful! B: Thank you. I draw very slowly. A: Praise, slow and steady wins the race.",literal,MAPS,
zh_0099,zh,high,士可杀不可辱,A scholar can be killed but not humiliated,A: 你为什么不回应我的消息？ B: 我为什么要回复？ 士可杀不可辱也！,A: Why don't you respond to my message? B: Why should I reply? A scholar can be killed but not humiliated!,literal,MAPS,
