id,language,proverb_native,proverb_en,label,pred,method
zh_maps_00102,zh,吃人家的嘴软，拿人家的手软,"Eat others' mouths softly, take others' hands softly",0,0,gemma2_9b_native_only_5-shot
bn_maps_00058,bn,আদরে বাঁদর বনে,In the cute monkey forest,1,0,gemma2_9b_native_only_5-shot
en_maps_00192,en,a mind is a terrible thing to waste,a mind is a terrible thing to waste,0,0,gemma2_9b_native_only_5-shot
id_maps_00271,id,Bayang-bayang sepanjang badan,Shadows along the body,1,0,gemma2_9b_native_only_5-shot
en_maps_00169,en,"feed a cold, starve a fever","feed a cold, starve a fever",0,0,gemma2_9b_native_only_5-shot
zh_maps_00170,zh,满招损，谦受益,Pride comes before a fall,0,0,gemma2_9b_native_only_5-shot
bn_maps_00282,bn,হিতে বিপরীত,The opposite is true,1,0,gemma2_9b_native_only_5-shot
bn_maps_00113,bn,যদি তুমি কোন ঘরে সবথেকে বেশি বুদ্ধিমান ব্যক্তি হও তবে তুমি ভুল ঘরে আছো,"If you're the smartest person in a room, you're in the wrong room",0,0,gemma2_9b_native_only_5-shot
id_maps_00083,id,"Yang dipandang rupa, yang dimakan rasa",what you look at is what you taste,1,1,gemma2_9b_native_only_5-shot
ru_maps_00218,ru,"Каков поп, таков и приход","As is the priest, so is the arrival",0,0,gemma2_9b_native_only_5-shot
bn_maps_00147,bn,কথার কথা কাজের নহে,Words don't work,0,1,gemma2_9b_native_only_5-shot
en_maps_00033,en,fine feathers make fine birds,fine feathers make fine birds,1,0,gemma2_9b_native_only_5-shot
ru_maps_00319,ru,"Не знaя броду, не суйся в воду","If you don't know the ford, don't stick your nose into the water",1,0,gemma2_9b_native_only_5-shot
ru_maps_00174,ru,За спрос не бьют в нос,They don't hit you in the nose for asking,1,0,gemma2_9b_native_only_5-shot
bn_maps_00063,bn,"ভাই বড় ধন রক্তের বাধঁন, যদিও পৃথক হয় নারীর কারণ","Brother big money blood ties, though separate women cause",1,0,gemma2_9b_native_only_5-shot
ru_maps_00312,ru,"Не всё коту мaсленица, будет и великий пост","It’s not all Maslenitsa, there will be Lent",1,0,gemma2_9b_native_only_5-shot
en_maps_00193,en,prevention is better than cure,prevention is better than cure,0,0,gemma2_9b_native_only_5-shot
de_maps_00014,de,nach fest kommt lose,after tight comes loose,1,0,gemma2_9b_native_only_5-shot
ru_maps_00366,ru,свинья вездe грязь найдёт,a pig will find dirt everywhere,1,0,gemma2_9b_native_only_5-shot
zh_maps_00099,zh,士可杀不可辱,A scholar can be killed but not humiliated,0,0,gemma2_9b_native_only_5-shot
en_maps_00225,en,fine words butter no parsnips,fine words butter no parsnips,1,1,gemma2_9b_native_only_5-shot
bn_maps_00062,bn,আড়ে নাই অসাড়ে অসার,"It's not boring, it's useless",0,1,gemma2_9b_native_only_5-shot
ru_maps_00105,ru,Голь на выдумку хитрa,Need for a cunning invention,0,0,gemma2_9b_native_only_5-shot
de_maps_00028,de,alle sünden in eine münden,in the end all sins lead to one,0,0,gemma2_9b_native_only_5-shot
id_maps_00073,id,"Angin tak dapat ditangkap, asap tak dapat digenggam","you can't catch the wind, you can't catch the smoke",1,0,gemma2_9b_native_only_5-shot
en_maps_00231,en,needs must when the devil drives,needs must when the devil drives,1,0,gemma2_9b_native_only_5-shot
de_maps_00195,de,sport ist mord,sport is murder,1,0,gemma2_9b_native_only_5-shot
de_maps_00065,de,dummheit tut weh,stupidity hurts,0,0,gemma2_9b_native_only_5-shot
id_maps_00044,id,"Angkuh terbawa, tampan tinggal","Arrogantly carried away, handsome stay",0,1,gemma2_9b_native_only_5-shot
en_maps_00141,en,a buck's a buck,a buck's a buck,1,1,gemma2_9b_native_only_5-shot
id_maps_00151,id,Lubuk akal tepian ilmu,Deep down the edge of knowledge,0,1,gemma2_9b_native_only_5-shot
id_maps_00192,id,Di atas langit masih ada langit,There is still sky above the sky,1,0,gemma2_9b_native_only_5-shot
bn_maps_00297,bn,যে ডালে বসে সেই ডাল কাটে,the one who sits on the branch cuts the branch,1,1,gemma2_9b_native_only_5-shot
zh_maps_00282,zh,林子大了，什么鸟都有,It takes all sorts to make the world,1,0,gemma2_9b_native_only_5-shot
en_maps_00316,en,still waters run deep,still waters run deep,1,0,gemma2_9b_native_only_5-shot
en_maps_00010,en,the early bird gets the worm,the early bird gets the worm,1,0,gemma2_9b_native_only_5-shot
ru_maps_00184,ru,Застaвь дуракa Богу молиться - он лоб расшибёт,Make a fool pray to God - he will break his forehead,0,0,gemma2_9b_native_only_5-shot
en_maps_00287,en,render unto Caesar the things which are Caesar's,render unto Caesar the things which are Caesar's,1,0,gemma2_9b_native_only_5-shot
bn_maps_00214,bn,সৎলোকের শত শত্রু থাকে,A righteous man has a hundred enemies,0,0,gemma2_9b_native_only_5-shot
bn_maps_00322,bn,"ঘরে ভাত নেই, দ্বারে বাহারী পর্দা","No rice in the house, curtains on the door",1,1,gemma2_9b_native_only_5-shot
en_maps_00013,en,you can't step in the same river twice,you can't step in the same river twice,1,0,gemma2_9b_native_only_5-shot
zh_maps_00167,zh,为善不欲人知,I don’t want others to know about my good deeds,0,1,gemma2_9b_native_only_5-shot
bn_maps_00310,bn,মাছ ধরার আগে মাছভাজা খেয়ো না,Do not eat fried fish before fishing,1,1,gemma2_9b_native_only_5-shot
bn_maps_00110,bn,বসে না থাকি বেগার খাটি,Don't sit on the couch,1,1,gemma2_9b_native_only_5-shot
de_maps_00055,de,zusammen ist man stark,we are strong together,0,0,gemma2_9b_native_only_5-shot
bn_maps_00079,bn,ফেন দিয়ে ভাত খায় গল্পে মারে দই মেটেহুঁকোয় তামাক খায় গড়গড়িটা কই,Eats rice with foam.,1,1,gemma2_9b_native_only_5-shot
en_maps_00242,en,might makes right,might makes right,0,0,gemma2_9b_native_only_5-shot
en_maps_00028,en,the pen is mightier than the sword,the pen is mightier than the sword,1,0,gemma2_9b_native_only_5-shot
en_maps_00054,en,to err is human,to err is human,0,0,gemma2_9b_native_only_5-shot
de_maps_00325,de,"es lässt sich gut gackern, wenn anderer leute hühner die eier legen",It's good to cluck when other people's chickens lay their eggs,1,0,gemma2_9b_native_only_5-shot
ru_maps_00046,ru,"Вертит языком, что корова хвостом",Wiggles his tongue like a cow's tail,1,0,gemma2_9b_native_only_5-shot
zh_maps_00206,zh,聪明一世，糊涂一时,"I'm smart for the life-time, but I'm confused temporarily",0,0,gemma2_9b_native_only_5-shot
en_maps_00218,en,zeal without knowledge is a runaway horse,zeal without knowledge is a runaway horse,1,1,gemma2_9b_native_only_5-shot
de_maps_00068,de,auch ein blindes huhn findet mal ein korn,Even a blind chicken can find a grain,1,0,gemma2_9b_native_only_5-shot
en_maps_00120,en,"nothing ventured, nothing gained","nothing ventured, nothing gained",0,0,gemma2_9b_native_only_5-shot
bn_maps_00266,bn,সাপ হয়ে কাটে/কামড়ায় রোজা হয়ে ঝাড়ে,bitten by a snake/fasted by a bite,1,0,gemma2_9b_native_only_5-shot
ru_maps_00233,ru,Краткость - сестра таланта,Brevity is the sister of talent,0,0,gemma2_9b_native_only_5-shot
id_maps_00321,id,Jerat halus kelindan sutera,Silky entanglements,1,0,gemma2_9b_native_only_5-shot
en_maps_00298,en,ignorance is bliss,ignorance is bliss,0,0,gemma2_9b_native_only_5-shot
ru_maps_00020,ru,"В глаза льстит, а за глаза пакостит","b flatters the eyes, but is a dirty trick for the eyes",0,0,gemma2_9b_native_only_5-shot
en_maps_00315,en,"as the twig is bent, so is the tree inclined","as the twig is bent, so is the tree inclined",1,0,gemma2_9b_native_only_5-shot
zh_maps_00108,zh,枪打出头鸟,The nail that sticks out gets hammered down,1,0,gemma2_9b_native_only_5-shot
bn_maps_00280,bn,ছোটছোট চোখে বড়বড় স্বপ্ন দেখা,Dreaming big with small eyes,1,0,gemma2_9b_native_only_5-shot
id_maps_00181,id,Nafas tak sampai ke hidung,The breath doesn't reach the nose,1,1,gemma2_9b_native_only_5-shot
ru_maps_00280,ru,"МЯгко стeлет, да жёстко спать","Softly lays down, but sleeps hard",1,0,gemma2_9b_native_only_5-shot
ru_maps_00175,ru,"За чем пойдёшь, то и найдёшь",What you go for is what you will find,0,0,gemma2_9b_native_only_5-shot
zh_maps_00208,zh,百尺竿头，更进一步,"Great progress, go further",1,0,gemma2_9b_native_only_5-shot
id_maps_00336,id,Jangat liat kurang panggang,The clay hides weren't roasted enough,1,1,gemma2_9b_native_only_5-shot
zh_maps_00123,zh,傻人有傻福,Fortune favors fools,0,1,gemma2_9b_native_only_5-shot
id_maps_00055,id,Dunia tak selebar daun kelor,The world is not as wide as a Moringa leaf,1,0,gemma2_9b_native_only_5-shot
de_maps_00239,de,jugend kennt keine tugend,youth knows no virtue,0,0,gemma2_9b_native_only_5-shot
ru_maps_00173,ru,За одного битого двух небитых дают,"For one beaten, they give two unbeaten",1,0,gemma2_9b_native_only_5-shot
zh_maps_00309,zh,一醉解千愁,Get drunk tonight and relieve your worries,0,0,gemma2_9b_native_only_5-shot
en_maps_00212,en,it is easier for a camel to go through the eye of a needle than for a rich man to enter into the kingdom of God,it is easier for a camel to go through the eye of a needle than for a rich man to enter into the kingdom of God,1,0,gemma2_9b_native_only_5-shot
zh_maps_00105,zh,树欲静而风不止,the tree wants to be still but the wind doesn't stop,1,0,gemma2_9b_native_only_5-shot
bn_maps_00159,bn,একজন মানুষ যা করতে পারে তার বেশি সে পারে না,A man cannot do more than he can do,0,0,gemma2_9b_native_only_5-shot
zh_maps_00247,zh,不当家不知柴米贵,I don't know how expensive rice is if I'm not in charge,1,1,gemma2_9b_native_only_5-shot
de_maps_00137,de,pünktlichkeit ist die höflichkeit der könige,Punctuality is the politeness of kings,0,0,gemma2_9b_native_only_5-shot
id_maps_00150,id,"Dangkal telah keseberangan, dalam telah keajukan","Shallow has been the opposite, deep has been advanced",0,0,gemma2_9b_native_only_5-shot
de_maps_00185,de,"wenn man vom teufel spricht, dann kommt er gegangen","When you talk about the devil, he comes away",1,0,gemma2_9b_native_only_5-shot
ru_maps_00310,ru,Не в свои сани не садись,Don't get on your own sleigh,1,0,gemma2_9b_native_only_5-shot
de_maps_00180,de,"wenn die katze aus dem haus ist, tanzen die mäuse auf dem tisch","When the cat is out of the house, the mice dance on the table",1,0,gemma2_9b_native_only_5-shot
ru_maps_00012,ru,Брань не дым - глаза не ест,Swearing is not smoke - it doesn't eat your eyes,1,0,gemma2_9b_native_only_5-shot
ru_maps_00027,ru,"В огороде бузинa, а в Киеве дЯдька","An elderberry in the garden, and an uncle in Kyiv",1,0,gemma2_9b_native_only_5-shot
bn_maps_00053,bn,"আইতে ছাগল, যাইতে পাগল","Goat to come, crazy to go",1,0,gemma2_9b_native_only_5-shot
bn_maps_00213,bn,নাচতে নেমে ঘোমটা টানা,Gets down to dance and pulls the veil,1,0,gemma2_9b_native_only_5-shot
zh_maps_00327,zh,长江后浪推前浪,The waves behind the Yangtze River drive the waves ahead,1,0,gemma2_9b_native_only_5-shot
id_maps_00159,id,"Beban berat, senggulung batu","a heavy burden, a rolling stone",1,0,gemma2_9b_native_only_5-shot
zh_maps_00119,zh,狗改不了吃屎,A leopard cannot change its spots,1,0,gemma2_9b_native_only_5-shot
zh_maps_00215,zh,兼听则明，偏信则暗,"If you listen to both, you will be clear, but if you believe partly, you will be dark",0,0,gemma2_9b_native_only_5-shot
ru_maps_00368,ru,СоловьЯ бaснями не кормят,Nightingales are not fed fables,1,0,gemma2_9b_native_only_5-shot
id_maps_00170,id,Tak tentu hilir mudiknya,Not necessarily going back and forth,0,1,gemma2_9b_native_only_5-shot
ru_maps_00205,ru,Иной раз и дурак молвит слово в лад,Sometimes even a fool says a word in harmony,0,0,gemma2_9b_native_only_5-shot
zh_maps_00199,zh,分久必合，合久必分,"What is divided for a long time must be united, and what is united for a long time must be divided",0,0,gemma2_9b_native_only_5-shot
id_maps_00094,id,"Emping terserak, hari hujan","Emping scattered, rainy day",1,0,gemma2_9b_native_only_5-shot
bn_maps_00242,bn,চিন্তা জ্বরো মনুষ্যাণাং,thinking fever is human,0,0,gemma2_9b_native_only_5-shot
bn_maps_00041,bn,আকালে কী না খায়,What not to eat in Akali,1,0,gemma2_9b_native_only_5-shot
bn_maps_00164,bn,কচুপোড়া খাও,eat kachupora,1,1,gemma2_9b_native_only_5-shot
ru_maps_00065,ru,"Вот тебе, бaбушка, и Ю́рьев дeнь","Here's St. George's Day for you, grandma",1,0,gemma2_9b_native_only_5-shot
en_maps_00168,en,you can't be half pregnant,you can't be half pregnant,1,0,gemma2_9b_native_only_5-shot
ru_maps_00216,ru,Как две кaпли воды,Like two peas in a pod,1,0,gemma2_9b_native_only_5-shot
en_maps_00244,en,loose lips sink ships,loose lips sink ships,1,0,gemma2_9b_native_only_5-shot
bn_maps_00337,bn,ন্যাংটার গলায় মোতির মালা,Pearls around the neck of Nangta,1,0,gemma2_9b_native_only_5-shot
bn_maps_00046,bn,কাম নাই কুত্তার আইলে আইলে দৌড়,it's not about running dog aisles,1,0,gemma2_9b_native_only_5-shot
ru_maps_00056,ru,Волк в овeчьей шкуре,Wolf in sheep's clothing,1,0,gemma2_9b_native_only_5-shot
de_maps_00318,de,"fehlt es am wind, so greife zum ruder","If there is no wind, grab the rudder",1,0,gemma2_9b_native_only_5-shot
en_maps_00016,en,money does not smell,money does not smell,1,0,gemma2_9b_native_only_5-shot
de_maps_00153,de,das Küken wohl klüger sein als die Henne,the chick probably wanted to be smarter than the hen,1,0,gemma2_9b_native_only_5-shot
de_maps_00089,de,"pack schlägt sich, pack verträgt sich","pack fights, pack gets along",1,0,gemma2_9b_native_only_5-shot
ru_maps_00168,ru,Жизнь прожить - не поле перейти,Living life is not a field to cross,0,0,gemma2_9b_native_only_5-shot
id_maps_00222,id,Seperti sirih pulang ke gagangnya,Like betel returning to its hilt,1,0,gemma2_9b_native_only_5-shot
zh_maps_00016,zh,一山还有一山高,There are many high mountains,1,0,gemma2_9b_native_only_5-shot
en_maps_00057,en,"if wishes were horses, beggars would ride","if wishes were horses, beggars would ride",1,0,gemma2_9b_native_only_5-shot
bn_maps_00005,bn,অশ্বত্থামা হত ইতি গজ,Ashwatthama was the last yard,1,0,gemma2_9b_native_only_5-shot
zh_maps_00307,zh,打者爱也,people who batter you loves you,0,0,gemma2_9b_native_only_5-shot
zh_maps_00305,zh,新官上任三把火,There are three fires when a new official takes office,1,0,gemma2_9b_native_only_5-shot
de_maps_00312,de,"Wem Gott ein Amt gibt, dem gibt er auch Verstand.","Whoever God gives an office to, he also gives understanding",0,0,gemma2_9b_native_only_5-shot
ru_maps_00038,ru,"Важно не то, как долго ты прожил, а как хорошо жил","What matters is not how long you lived, but how well you lived",0,0,gemma2_9b_native_only_5-shot
en_maps_00349,en,it's the hit dog that howls,it's the hit dog that howls,1,0,gemma2_9b_native_only_5-shot
id_maps_00215,id,"Kalau kail panjang sejengkal, jangan laut hendak diduga","If the hook is an inch long, don't be suspicious",0,0,gemma2_9b_native_only_5-shot
bn_maps_00080,bn,"অধিগুণে মোঘা যাচ্ঞা (অপি) বরম অধমে লম্বকামা ন- মেঘদূতকাব্য, কালিদাস","Adhigune Mogha Jachya (opi) Baram Adhame Lambakama Na- Meghadutkavya, Kalidasa",1,0,gemma2_9b_native_only_5-shot
id_maps_00323,id,Alah sabung menang sorak,the fight won cheers,1,0,gemma2_9b_native_only_5-shot
id_maps_00277,id,Bagai mendapat gunung intan,got a mountain of diamonds,1,0,gemma2_9b_native_only_5-shot
ru_maps_00172,ru,"За двумя зайцами погонишься, ни одного не поймаеш","If you chase two hares, you won't catch either.",1,0,gemma2_9b_native_only_5-shot
en_maps_00093,en,you can't unring a bell,you can't unring a bell,1,0,gemma2_9b_native_only_5-shot
de_maps_00022,de,"schaffe, schaffe, häusle baue und net nach de mädle schaue","create, create, build a house and don't look after the girl",1,0,gemma2_9b_native_only_5-shot
zh_maps_00018,zh,长痛不如短痛,the long-term pain is not as good as the short-term pain,0,0,gemma2_9b_native_only_5-shot
zh_maps_00146,zh,人贵自知,knowing yourself,0,0,gemma2_9b_native_only_5-shot
de_maps_00087,de,des einen leid ist des anderen freud,One man's suffering is another man's joy,0,0,gemma2_9b_native_only_5-shot
en_maps_00084,en,being poor is a mindset,being poor is a mindset,0,0,gemma2_9b_native_only_5-shot
id_maps_00034,id,Seperti tikus jatuh ke beras,Like a mouse falling into rice,1,0,gemma2_9b_native_only_5-shot
de_maps_00307,de,"wo nichts ist, hat der kaiser das recht verloren","Where there is nothing, the emperor has lost the right",1,0,gemma2_9b_native_only_5-shot
en_maps_00338,en,beauty is only skin deep,beauty is only skin deep,0,0,gemma2_9b_native_only_5-shot
en_maps_00099,en,he who smelt it dealt it,he who smelt it dealt it,0,0,gemma2_9b_native_only_5-shot
en_maps_00036,en,the best laid plans of mice and men often go awry,the best laid plans of mice and men often go awry,1,0,gemma2_9b_native_only_5-shot
ru_maps_00073,ru,"Все меняется, ничто не исчезает","Everything changes, nothing disappears",0,0,gemma2_9b_native_only_5-shot
zh_maps_00128,zh,要想富先修路,build roads first if we want to get rich,0,0,gemma2_9b_native_only_5-shot
zh_maps_00038,zh,覆巢之下无完卵,There are no eggs under the overturned nest,1,0,gemma2_9b_native_only_5-shot
id_maps_00252,id,"Kalau di hutan tak ada singa, beruk rabun bisa menjadi raja","If there were no lions in the forest, the short-sighted monkey could become king",1,0,gemma2_9b_native_only_5-shot
zh_maps_00299,zh,羊毛出在羊身上,wool comes from sheep,1,1,gemma2_9b_native_only_5-shot
zh_maps_00100,zh,请神容易送神难,it’s easier to ask God than to send God away,1,1,gemma2_9b_native_only_5-shot
zh_maps_00191,zh,人之患在好为人师,it is bad to give unsolicited counsel or lectures,0,0,gemma2_9b_native_only_5-shot
zh_maps_00122,zh,君子一言，驷马难追,"When a gentleman says a word, he whips the horse quickly",0,0,gemma2_9b_native_only_5-shot
de_maps_00221,de,"mach was du willst, die leute reden eh","Do what you want, people talk anyway",0,0,gemma2_9b_native_only_5-shot
de_maps_00247,de,der beste arzt ist jederzeit des eigenen menschen mässigkeit,the best doctor at all times is one's own temperance,0,0,gemma2_9b_native_only_5-shot
zh_maps_00152,zh,知耻近乎勇,Knowing shame is close to courage,0,0,gemma2_9b_native_only_5-shot
ru_maps_00334,ru,Не сади дерева корнем кверху,Don't plant a tree with its roots up,1,0,gemma2_9b_native_only_5-shot
ru_maps_00360,ru,Простотa хуже воровствa,Simplicity is worse than theft,0,0,gemma2_9b_native_only_5-shot
id_maps_00228,id,"Seperti menggenggam bara, terasa hangat dilepaskan","Like holding coals, it feels warm being released",1,0,gemma2_9b_native_only_5-shot
en_maps_00203,en,there are no atheists in foxholes,there are no atheists in foxholes,1,0,gemma2_9b_native_only_5-shot
en_maps_00073,en,fair exchange is no robbery,fair exchange is no robbery,1,0,gemma2_9b_native_only_5-shot
ru_maps_00246,ru,"Кто стaрое помЯнет, тому глаз вон",Whoever remembers the old is out of sight,0,0,gemma2_9b_native_only_5-shot
bn_maps_00283,bn,বাইরে হাশিখুশি ভিতরে গরলরাশি,Laughter on the outside and giggles on the inside,1,1,gemma2_9b_native_only_5-shot
bn_maps_00119,bn,মূর্খের স্বর্গবাস,A fool's paradise,0,0,gemma2_9b_native_only_5-shot
ru_maps_00311,ru,"Не в силе правда, в правде сила","Truth is not in strength, but in truth is strength",0,0,gemma2_9b_native_only_5-shot
zh_maps_00023,zh,天不从人愿,God doesn't do what people want,0,0,gemma2_9b_native_only_5-shot
en_maps_00281,en,experience is the best teacher,experience is the best teacher,0,0,gemma2_9b_native_only_5-shot
en_maps_00216,en,a bird in the hand,a bird in the hand,1,0,gemma2_9b_native_only_5-shot
en_maps_00261,en,why keep a dog and bark yourself,why keep a dog and bark yourself,1,0,gemma2_9b_native_only_5-shot
id_maps_00313,id,Elok berarak di hari panas,it's good to parade on hot days,1,0,gemma2_9b_native_only_5-shot
bn_maps_00035,bn,দাঁত থাকতে দাঁতের মর্যাদা বোঝা যায় না,Having teeth does not understand the dignity of teeth,1,1,gemma2_9b_native_only_5-shot
bn_maps_00091,bn,"দিনকে রাত করা, রাতকে দিন করা","turning day into night, turning night into day",1,0,gemma2_9b_native_only_5-shot
de_maps_00143,de,der fisch stinkt vom kopf her,The fish rots from the head,1,0,gemma2_9b_native_only_5-shot
en_maps_00276,en,the cow knows not the worth of its tail till it loses it,the cow knows not the worth of its tail till it loses it,1,1,gemma2_9b_native_only_5-shot
ru_maps_00013,ru,"Брюхо сыто, да глаза голодны","The belly is full, but the eyes are hungry",0,0,gemma2_9b_native_only_5-shot
