source_id,kuusi_id,theme,main_class,subgroup_code,type_number,proverb_original,proverb_variant_1,proverb_variant_2,proverb_variant_3,proverb_variant_4,proverb_variant_extra,proverb_primary_en,proverb_parse_warning,language_tags_raw,translation_tag_types,language_names_extracted,has_language_or_translation_tag,slug,missing_marker,cross_references,specific_reference,distribution,region_E,region_F,region_O,region_I,region_A,region_G,region_Ew,region_Es,region_P,region_Ee,region_En,region_Eb
148358,A3a-23,A,A3,A3a,23,"A rainbow in the morning is the shepherd's warning; a rainbow at night is the shepherd's delight /arc-en-ciel du matin, pluie sans fin; arc-en-ciel du soir, il faut voir",A rainbow in the morning is the shepherd's warning; a rainbow at night is the shepherd's delight,"arc-en-ciel du matin, pluie sans fin; arc-en-ciel du soir, il faut voir",,,,A rainbow in the morning is the shepherd's warning; a rainbow at night is the shepherd's delight,ok,,,,0,unive3-a3a-11,,,,O,0,0,1,0,0,0,0,0,0,0,0,0
148360,A3a-25,A,A3,A3a,25,When it rains and the sun shines...,When it rains and the sun shines...,,,,,When it rains and the sun shines...,ok,,,,0,unive3-a3a-12,-i,,,"F,Ew,Ee,A,O",0,1,1,0,1,0,1,0,0,1,0,0
148371,A3b-12,A,A3,A3b,12,"Men worship the rising not the setting sun / Die Morgensonne hat mehr Anbeter als die Abendsonne / Plures adorant solem orientem quam occidentem (Latin) / Si stima più il sole levante, che l'occidente",Men worship the rising not the setting sun,Die Morgensonne hat mehr Anbeter als die Abendsonne,Plures adorant solem orientem quam occidentem (Latin),"Si stima più il sole levante, che l'occidente",,Men worship the rising not the setting sun,ok,(Latin),parenthetical_language,Latin,1,unive3-a3b-13,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148372,A3b-13,A,A3,A3b,13,The morning hour has gold in its mouth / Morgenstunde hat Gold im Munde / Aurora musis amica (Latin) / L'aurore a de l'or dans la bouche,The morning hour has gold in its mouth,Morgenstunde hat Gold im Munde,Aurora musis amica (Latin),L'aurore a de l'or dans la bouche,,The morning hour has gold in its mouth,ok,(Latin),parenthetical_language,Latin,1,unive3-a3b-14,,T1a,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
148375,A3b-14,A,A3,A3b,14,"Get a name to rise up early and you may lie all day / Qui a bruit de se lever matin, peut dormir jusqu'au soir",Get a name to rise up early and you may lie all day,"Qui a bruit de se lever matin, peut dormir jusqu'au soir",,,,Get a name to rise up early and you may lie all day,ok,,,,0,unive3-a3b-15,,,,"Ew,Es",0,0,0,0,0,0,1,1,0,0,0,0
148379,A3b-18,A,A3,A3b,18,For a morning rain leave not your journey/Frühregen und Frühgäste bleiben selten über Nacht /Non multum metuas matutinum hospitem et imbrem(Latin)/Vent de soir et pluie du matin n'étonnet paslePèlerin,For a morning rain leave not your journey,Frühregen und Frühgäste bleiben selten über Nacht,Non multum metuas matutinum hospitem et imbrem(Latin),Vent de soir et pluie du matin n'étonnet paslePèlerin,,For a morning rain leave not your journey,ok,(Latin),parenthetical_language,Latin,1,unive3-a3b-16,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148394,A3c-10,A,A3,A3c,10,Rain in spring is as precious as oil trl. Chinese,Rain in spring is as precious as oil trl. Chinese,,,,,Rain in spring is as precious as oil,ok,trl. Chinese,translation_marker,Chinese,1,unive3-a3c-17,-i,,,"F,Ee,Es,A,O",0,1,1,0,1,0,0,1,0,1,0,0
148396,A3c-12,A,A3,A3c,12,April and May are the keys of the year / April und Mai sind die Schlüssel zum ganzen Jahr,April and May are the keys of the year,April und Mai sind die Schlüssel zum ganzen Jahr,,,,April and May are the keys of the year,ok,,,,0,unive3-a3c-18,,"T3c,T4b,T1b,T3c",,"F,En,Ee,I,O",0,1,1,1,0,0,0,0,0,1,1,0
148398,A3c-13b,A,A3,A3c,13b,"April weather, rain and sunshine both together / Mann soll den Tag nicht vor dem Abend loben","April weather, rain and sunshine both together",Mann soll den Tag nicht vor dem Abend loben,,,,"April weather, rain and sunshine both together",ok,,,,0,unive3-a3c-19,,,,O,0,0,1,0,0,0,0,0,0,0,0,0
148420,A3c-31,A,A3,A3c,31,"Wen der Herrgott nass macht, den macht er auch wieder trocken","Wen der Herrgott nass macht, den macht er auch wieder trocken",,,,,"Wen der Herrgott nass macht, den macht er auch wieder trocken",ok,,,,0,unive3-a3c-20,-a,,,"F,Ew,Ee,I,O",0,1,1,1,0,0,1,0,0,1,0,0
148428,A3c-38,A,A3,A3c,38,"A snow year, a rich year / Schneejahr, reich Jahr / Anno di neve, anno di bene","A snow year, a rich year","Schneejahr, reich Jahr","Anno di neve, anno di bene",,,"A snow year, a rich year",ok,,,,0,unive3-a3c-21,,,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
148431,A3c-41,A,A3,A3c,41,An age to an age is not a brother trl. Lithuanian,An age to an age is not a brother trl. Lithuanian,,,,,An age to an age is not a brother,ok,trl. Lithuanian,translation_marker,Lithuanian,1,unive3-a3c-22,-o,B2c,,"F,Ew,Es,A,I",0,1,0,1,1,0,1,1,0,0,0,0
148434,A3c-42,A,A3,A3c,42,"Fields require three things: a fair weather, sound seed and good husbandman / Das Jahr bringt Getreid und der Acker / Annus producit, non ager (Latin) /","Fields require three things: a fair weather, sound seed and good husbandman",Das Jahr bringt Getreid und der Acker,"Annus producit, non ager (Latin)",,,"Fields require three things: a fair weather, sound seed and good husbandman",ok,(Latin),parenthetical_language,Latin,1,unive3-a3c-23,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148442,A3d-15,A,A3,A3d,15,"April snow breeds grass / A bushel of March dust and a shower in May makes the corn green and the field gay / Avril pleut aux hommes, mai pleut aux bêtes",April snow breeds grass,A bushel of March dust and a shower in May makes the corn green and the field gay,"Avril pleut aux hommes, mai pleut aux bêtes",,,April snow breeds grass,ok,,,,0,unive3-a3d-24,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148444,A3d-17,A,A3,A3d,17,Good folks do not marry in May / Im Mai gehen Huren und Buben zur Kirche / Mense malas Maio nubere vulgus ait (Latin) / Nel maggio non si fanno nozze,Good folks do not marry in May,Im Mai gehen Huren und Buben zur Kirche,Mense malas Maio nubere vulgus ait (Latin),Nel maggio non si fanno nozze,,Good folks do not marry in May,ok,(Latin),parenthetical_language,Latin,1,unive3-a3d-25,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148505,B1a-10,B,B1,B1a,10,Everything is possible for God / Cuncta potest facere deus (Latin) / Dio può tutto,Everything is possible for God,Cuncta potest facere deus (Latin),Dio può tutto,,,Everything is possible for God,ok,(Latin),parenthetical_language,Latin,1,unive3-b1a-26,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148509,B1a-14,B,B1,B1a,14,God sends men cold as they have clothes on / To a close-shorn sheep God gives wind by measure / Pro ratione deus dispertit frigora vestis (Latin),God sends men cold as they have clothes on,To a close-shorn sheep God gives wind by measure,Pro ratione deus dispertit frigora vestis (Latin),,,God sends men cold as they have clothes on,ok,(Latin),parenthetical_language,Latin,1,unive3-b1a-27,,,,"E,I",1,0,0,1,0,0,0,0,0,0,0,0
148510,B1a-15,B,B1,B1a,15,"Whom God teaches not, man cannot / Rien ne réussit si Dieu n'y donne sa bénédition (Latin) / Quando Dio aiuta, ogni cosa riesce / Nic bez Boga (Polish)","Whom God teaches not, man cannot",Rien ne réussit si Dieu n'y donne sa bénédition (Latin),"Quando Dio aiuta, ogni cosa riesce",Nic bez Boga (Polish),,"Whom God teaches not, man cannot",ok,(Latin)|(Polish),parenthetical_language,Latin|Polish,1,unive3-b1a-28,,,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
148511,B1a-16,B,B1,B1a,16,"Man proposes, God disposes / Der mensch denkt, Gott lenkt / Homo proponit, Deus disponit (Latin)","Man proposes, God disposes","Der mensch denkt, Gott lenkt","Homo proponit, Deus disponit (Latin)",,,"Man proposes, God disposes",ok,(Latin),parenthetical_language,Latin,1,unive3-b1a-29,,,,G,0,0,0,0,0,1,0,0,0,0,0,0
148518,B1a-19,B,B1,B1a,19,The sun rises on good and bad alike / Die Sonne geht auf über Gute und Böse / Le soleil brille partout / El sol sale para todo el mundo,The sun rises on good and bad alike,Die Sonne geht auf über Gute und Böse,Le soleil brille partout,El sol sale para todo el mundo,,The sun rises on good and bad alike,ok,,,,0,unive3-b1a-30,,,,"E,A",1,0,0,0,1,0,0,0,0,0,0,0
148521,B1a-22,B,B1,B1a,22,God strikes not with both hands / Jede Sünde findet Vergebung / No hiere Dios con dos manos,God strikes not with both hands,Jede Sünde findet Vergebung,No hiere Dios con dos manos,,,God strikes not with both hands,ok,,,,0,unive3-b1a-31,,"F1a,H1a",,"Ew,Es",0,0,0,0,0,0,1,1,0,0,0,0
148527,B1b-13,B,B1,B1b,13,Good fortune comes to some people while they are asleep / Gott gibt's den Seinen im Schlafe / La fortune vient en dormant,Good fortune comes to some people while they are asleep,Gott gibt's den Seinen im Schlafe,La fortune vient en dormant,,,Good fortune comes to some people while they are asleep,ok,,,,0,unive3-b1b-32,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148528,B1b-14,B,B1,B1b,14,"He who serves God has a good master / Wer auf Gott vertraut, ist schon auferbaut / Spes confisa deo, nuncuam confusa recedit (Latin)",He who serves God has a good master,"Wer auf Gott vertraut, ist schon auferbaut","Spes confisa deo, nuncuam confusa recedit (Latin)",,,He who serves God has a good master,ok,(Latin),parenthetical_language,Latin,1,unive3-b1b-33,,,,"G,E",1,0,0,0,0,1,0,0,0,0,0,0
148531,B1b-16,B,B1,B1b,16,"He that sends mouths sends meat / Wer Zähne gab, gibt auch Brot / Dio manda l'agnoletto e'l pascoletto",He that sends mouths sends meat,"Wer Zähne gab, gibt auch Brot",Dio manda l'agnoletto e'l pascoletto,,,He that sends mouths sends meat,ok,,,,0,unive3-b1b-34,,G3d,,"F,E,I,O",1,1,1,1,0,0,0,0,0,0,0,0
148536,B1b-22,B,B1,B1b,22,"The Lord gives and the Lord takes away / Bóg bierze, Bóg daje (Polish)",The Lord gives and the Lord takes away,"Bóg bierze, Bóg daje (Polish)",,,,The Lord gives and the Lord takes away,ok,(Polish),parenthetical_language,Polish,1,unive3-b1b-35,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148537,B1b-23,B,B1,B1b,23,He who has no friend has God trl. Egyptian,He who has no friend has God trl. Egyptian,,,,,He who has no friend has God,ok,trl. Egyptian,translation_marker,Egyptian,1,unive3-b1b-36,-e,"G1b,H3i",,"F,A,I",0,1,0,1,1,0,0,0,0,0,0,0
148544,B1c-10,B,B1,B1c,10,"Whom the Lord loves he reproves / Wen Gott lieb hat, den züchtigt er / Quem enim diligit Dominus, corripit (Latin)",Whom the Lord loves he reproves,"Wen Gott lieb hat, den züchtigt er","Quem enim diligit Dominus, corripit (Latin)",,,Whom the Lord loves he reproves,ok,(Latin),parenthetical_language,Latin,1,unive3-b1c-37,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148547,B1c-13,B,B1,B1c,13,"God suits the back to the burden / Gott gibt nicht mehr Frost als Kleider / Ultra posse viri, non vult Deus ulla recuiri",God suits the back to the burden,Gott gibt nicht mehr Frost als Kleider,"Ultra posse viri, non vult Deus ulla recuiri",,,God suits the back to the burden,ok,,,,0,unive3-b1c-38,,,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148553,B1c-17,B,B1,B1c,17,"God's mill grinds slow but sure / God waits long but hits hard / Der Götter Mühlen mahlen langsam aber mahlt fein / Vindicta Dei tarda, sed gravis (Latin)",God's mill grinds slow but sure,God waits long but hits hard,Der Götter Mühlen mahlen langsam aber mahlt fein,"Vindicta Dei tarda, sed gravis (Latin)",,God's mill grinds slow but sure,ok,(Latin),parenthetical_language,Latin,1,unive3-b1c-39,,,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148564,B1d-12,B,B1,B1d,12,"God sees all things, himself unseen / Gott sieht alles / Noli peccare, deus videt (Latin) / Dieu voit tout / Non peccare, Dio ti vede / Pan Bóg stary gospodarz (Polish)","God sees all things, himself unseen",Gott sieht alles,"Noli peccare, deus videt (Latin)",Dieu voit tout,"Non peccare, Dio ti vede / Pan Bóg stary gospodarz (Polish)","God sees all things, himself unseen",many_variants,(Latin)|(Polish),parenthetical_language,Latin|Polish,1,unive3-b1d-40,,,,"Ew,Eb,O,P",0,0,1,0,0,0,1,0,1,0,0,1
148570,B1e-10,B,B1,B1e,10,The fear of the Lord is the beginning of wisdom / Initium sapientiae timor Domini (Latin) / El principio de la sabiduría es temer a Dios,The fear of the Lord is the beginning of wisdom,Initium sapientiae timor Domini (Latin),El principio de la sabiduría es temer a Dios,,,The fear of the Lord is the beginning of wisdom,ok,(Latin),parenthetical_language,Latin,1,unive3-b1e-41,,K2h,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148572,B1e-11,B,B1,B1e,11,Faith alone makes happy / Glaube macht selig / Il n'y a que la foi qui sauve,Faith alone makes happy,Glaube macht selig,Il n'y a que la foi qui sauve,,,Faith alone makes happy,ok,,,,0,unive3-b1e-42,,,,"F,Ew",0,1,0,0,0,0,1,0,0,0,0,0
148573,B1e-12,B,B1,B1e,12,"Man is a creature who lives not upon bread alone, but principally by catchwords / Non in solo pane vivit homo (Latin)","Man is a creature who lives not upon bread alone, but principally by catchwords",Non in solo pane vivit homo (Latin),,,,"Man is a creature who lives not upon bread alone, but principally by catchwords",ok,(Latin),parenthetical_language,Latin,1,unive3-b1e-43,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148579,B1e-15b,B,B1,B1e,15b,"Who spits against the wind, it falls in his face / Wer den Stein über sich wirft, dem fällt er auf den Kopf / Qui crache contre le ciel, il lui retombe sur le visage","Who spits against the wind, it falls in his face","Wer den Stein über sich wirft, dem fällt er auf den Kopf","Qui crache contre le ciel, il lui retombe sur le visage",,,"Who spits against the wind, it falls in his face",ok,,,,0,unive3-b1e-44,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148585,B1e-18,B,B1,B1e,18,"Remember that you must die / Bedenke, daß du sterben mußt / Memento mori (Latin)",Remember that you must die,"Bedenke, daß du sterben mußt",Memento mori (Latin),,,Remember that you must die,ok,(Latin),parenthetical_language,Latin,1,unive3-b1e-45,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148586,B1e-19,B,B1,B1e,19,Pray and work / Bete und arbeite! / Ora et labora (Latin) / Trabajar es orar,Pray and work,Bete und arbeite!,Ora et labora (Latin),Trabajar es orar,,Pray and work,ok,(Latin),parenthetical_language,Latin,1,unive3-b1e-46,,,,"Ew,Es",0,0,0,0,0,0,1,1,0,0,0,0
148587,B1f-07,B,B1,B1f,07,"Pray to God, but keep the hammer going","Pray to God, but keep the hammer going",,,,,"Pray to God, but keep the hammer going",ok,,,,0,unive3-b1f-47,,,H2e 12,"Ew,I",0,0,0,1,0,0,1,0,0,0,0,0
148591,B1f-11,B,B1,B1f,11,"God gives us hands, but does not build bridges for us","God gives us hands, but does not build bridges for us",,,,,"God gives us hands, but does not build bridges for us",ok,,,,0,unive3-b1f-48,-a,,,"Ew,O,P",0,0,1,0,0,0,1,0,1,0,0,0
148595,B1f-13,B,B1,B1f,13,A wonder lasts but nine days / Niuna maraviglia dura più che tre giorni,A wonder lasts but nine days,Niuna maraviglia dura più che tre giorni,,,,A wonder lasts but nine days,ok,,,,0,unive3-b1f-49,,,,"E,A,O",1,0,1,0,1,0,0,0,0,0,0,0
148597,B1f-14,B,B1,B1f,14,"What a man desires he easily believes / Der Wunsch ist der Vater des Gedankens / Libenter homines quod volunt credunt (Latin) / A lo que se quiere, se cree",What a man desires he easily believes,Der Wunsch ist der Vater des Gedankens,Libenter homines quod volunt credunt (Latin),"A lo que se quiere, se cree",,What a man desires he easily believes,ok,(Latin),parenthetical_language,Latin,1,unive3-b1f-50,,T3c,,E,1,0,0,0,0,0,0,0,0,0,0,0
148614,B1g-17,B,B1,B1g,17,"Bells call to church but do not enter / Die Glocke ruft zur Kirche, geht aber selbst nicht hinein / Non entra a messa la campana e ognun ci chiama",Bells call to church but do not enter,"Die Glocke ruft zur Kirche, geht aber selbst nicht hinein",Non entra a messa la campana e ognun ci chiama,,,Bells call to church but do not enter,ok,,,,0,unive3-b1g-51,,J1h,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148615,B1g-18,B,B1,B1g,18,"Do as I say, not as I do / Tut nach meinen Worten und nicht nach meinen Werken / Fais comme je dis, non comme j'agis","Do as I say, not as I do",Tut nach meinen Worten und nicht nach meinen Werken,"Fais comme je dis, non comme j'agis",,,"Do as I say, not as I do",ok,,,,0,unive3-b1g-52,,J1h,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148619,B1g-20,B,B1,B1g,20,The nearer the church the farther from God / Proximus ecclesiae semper vult ultimus esse (Latin),The nearer the church the farther from God,Proximus ecclesiae semper vult ultimus esse (Latin),,,,The nearer the church the farther from God,ok,(Latin),parenthetical_language,Latin,1,unive3-b1g-53,,E1l,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148624,B2a-10,B,B2,B2a,10,The day will dawn even without the rooster trl.Armenian,The day will dawn even without the rooster trl.Armenian,,,,,The day will dawn even without the rooster,ok,trl.Armenian,translation_marker,Armenian,1,unive3-b2a-54,G,A3b,,G,0,0,0,0,0,1,0,0,0,0,0,0
148625,B2a-11,B,B2,B2a,11,All rivers run into the sea / Alle Flüsse laufen ins Meer / Les fleuves retournement à la mer,All rivers run into the sea,Alle Flüsse laufen ins Meer,Les fleuves retournement à la mer,,,All rivers run into the sea,ok,,,,0,unive3-b2a-55,,,A1b 21,E,1,0,0,0,0,0,0,0,0,0,0,0
148628,B2a-12,B,B2,B2a,12,"What must be, must be / No flying from fate / Wie's kommen soll, so kommt's / Sarà quel che sarà / Inevitable est fatum (Latin)","What must be, must be",No flying from fate,"Wie's kommen soll, so kommt's",Sarà quel che sarà,Inevitable est fatum (Latin),"What must be, must be",many_variants,(Latin),parenthetical_language,Latin,1,unive3-b2a-56,,,,"F,E,O",1,1,1,0,0,0,0,0,0,0,0,0
148633,B2a-14,B,B2,B2a,14,The fated will happen / No fence against ill fortune / Seinem Schicksal kann niemand entgehen / Inevitable est fatum (Latin),The fated will happen,No fence against ill fortune,Seinem Schicksal kann niemand entgehen,Inevitable est fatum (Latin),,The fated will happen,ok,(Latin),parenthetical_language,Latin,1,unive3-b2a-57,,J1h,,G,0,0,0,0,0,1,0,0,0,0,0,0
148639,B2a-18,B,B2,B2a,18,"He that is born to be hanged shall never be drowned / Was am Galgen vertrocknen soll, ersäuft nicht im Wasser / Qui est né pour la gibet, ne se noiera jamais",He that is born to be hanged shall never be drowned,"Was am Galgen vertrocknen soll, ersäuft nicht im Wasser","Qui est né pour la gibet, ne se noiera jamais",,,He that is born to be hanged shall never be drowned,ok,,,,0,unive3-b2a-58,,,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148646,B2a-24,B,B2,B2a,24,"Talk of the wolf and his tail appears / Call not a devil, he will come fast enough / Lupus in fabula (Latin) / Hablando de Roma, el Papa se asoma",Talk of the wolf and his tail appears,"Call not a devil, he will come fast enough",Lupus in fabula (Latin),"Hablando de Roma, el Papa se asoma",,Talk of the wolf and his tail appears,ok,(Latin),parenthetical_language,Latin,1,unive3-b2a-59,,"J1g,J1n,M1e",M4c 16,G,0,0,0,0,0,1,0,0,0,0,0,0
148647,B2a-25,B,B2,B2a,25,"Nothing is so certain as the unexpected / Der Schlag kommt immer dann, wenn man ihn am wenigsten erwartet / Quid quisque vitet, nunquam homini satis cautum est in horas (Latin)",Nothing is so certain as the unexpected,"Der Schlag kommt immer dann, wenn man ihn am wenigsten erwartet","Quid quisque vitet, nunquam homini satis cautum est in horas (Latin)",,,Nothing is so certain as the unexpected,ok,(Latin),parenthetical_language,Latin,1,unive3-b2a-60,,,,E,1,0,0,0,0,0,0,0,0,0,0,0
148649,B2b-10,B,B2,B2b,10,Count your blessings,Count your blessings,,,,,Count your blessings,ok,,,,0,unive3-b2b-61,,,,"F,Ew,O",0,1,1,0,0,0,1,0,0,0,0,0
148655,B2b-13,B,B2,B2b,13,"What can't be cured must be endured /Gnaw the bone which is fallen to thy lot / We must take the world as we find it / Wer keinen Kalk hat, muss mit Lehm mauern / Tempori aptari decet (Latin)",What can't be cured must be endured,Gnaw the bone which is fallen to thy lot,We must take the world as we find it,"Wer keinen Kalk hat, muss mit Lehm mauern",Tempori aptari decet (Latin),What can't be cured must be endured,many_variants,(Latin),parenthetical_language,Latin,1,unive3-b2b-62,,"M6c,H7h",C1a 29,"E,I",1,0,0,1,0,0,0,0,0,0,0,0
148660,B2b-17,B,B2,B2b,17,"The goat must bleat where she is tied / Die Ziege muß grasen, wo sie angebunden ist / Où la chèvre est attachée, il faut qu'elle broute",The goat must bleat where she is tied,"Die Ziege muß grasen, wo sie angebunden ist","Où la chèvre est attachée, il faut qu'elle broute",,,The goat must bleat where she is tied,ok,,,,0,unive3-b2b-63,,,,"F,E,A,O",1,1,1,0,1,0,0,0,0,0,0,0
148662,B2b-19,B,B2,B2b,19,It is hard to kick against the pricks / Es ist hart gegen den Stachel auszuschlagen / Durum est contra stimulum calcitrare (Latin),It is hard to kick against the pricks,Es ist hart gegen den Stachel auszuschlagen,Durum est contra stimulum calcitrare (Latin),,,It is hard to kick against the pricks,ok,(Latin),parenthetical_language,Latin,1,unive3-b2b-64,,B1a,,"F,E,I",1,1,0,1,0,0,0,0,0,0,0,0
148671,B2b-25,B,B2,B2b,25,"Those that God loves do not live long / Only the good die young / Die Guten sterben jung / Quem dii diligunt, adolescens moritus (Latin) / Morte fura prima i migliori e lascia stare i rei",Those that God loves do not live long,Only the good die young,Die Guten sterben jung,"Quem dii diligunt, adolescens moritus (Latin)",Morte fura prima i migliori e lascia stare i rei,Those that God loves do not live long,many_variants,(Latin),parenthetical_language,Latin,1,unive3-b2b-65,,G8d,,"E,I",1,0,0,1,0,0,0,0,0,0,0,0
148675,B2b-29,B,B2,B2b,29,"Who hath no horse may ride on a staff / Hast du kein Pferd, so brauche den Ese / Faute de bœuf contente-toi d'un âne / A falta de bueyes, labra con burros",Who hath no horse may ride on a staff,"Hast du kein Pferd, so brauche den Ese",Faute de bœuf contente-toi d'un âne,"A falta de bueyes, labra con burros",,Who hath no horse may ride on a staff,ok,,,,0,unive3-b2b-66,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148677,B2b-31,B,B2,B2b,31,Every man has his cross to bear / Jeder hat sein Kreuz zu tragen / Crux est generis omnis (Latin) / À chacun sa croix,Every man has his cross to bear,Jeder hat sein Kreuz zu tragen,Crux est generis omnis (Latin),À chacun sa croix,,Every man has his cross to bear,ok,(Latin),parenthetical_language,Latin,1,unive3-b2b-67,,,,"F,E",1,1,0,0,0,0,0,0,0,0,0,0
148678,B2b-32,B,B2,B2b,32,The sun cannot be hidden by a hand trl. Lebanese,The sun cannot be hidden by a hand trl. Lebanese,,,,,The sun cannot be hidden by a hand,ok,trl. Lebanese,translation_marker,Lebanese,1,unive3-b2b-68,-a,,,"Eb,I,O,P",0,0,1,1,0,0,0,0,1,0,0,1
